Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1988","1988","gigagrams","2253.3854","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1989","1989","gigagrams","2375.7925","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1990","1990","gigagrams","2626.0325","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1991","1991","gigagrams","2584.7024","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1992","1992","gigagrams","2663.5485","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1993","1993","gigagrams","2732.7756","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1994","1994","gigagrams","2833.4815","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1995","1995","gigagrams","3143.0096","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1996","1996","gigagrams","3309.3181","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1997","1997","gigagrams","3505.357","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1998","1998","gigagrams","3631.7185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","1999","1999","gigagrams","3737.3359","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2000","2000","gigagrams","3805.2816","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2001","2001","gigagrams","4061.3326","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2002","2002","gigagrams","4214.5969","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2003","2003","gigagrams","4269.3273","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2004","2004","gigagrams","4175.5198","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2005","2005","gigagrams","4096.0521","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2006","2006","gigagrams","4172.9417","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2007","2007","gigagrams","4522.1936","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2008","2008","gigagrams","4811.4345","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2009","2009","gigagrams","5080.9759","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2010","2010","gigagrams","5376.9702","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2011","2011","gigagrams","5266.3629","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2012","2012","gigagrams","5474.0307","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2013","2013","gigagrams","5508.3958","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2014","2014","gigagrams","5624.1292","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2015","2015","gigagrams","5993.064","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2016","2016","gigagrams","6299.2594","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1058","Meat, chicken","2017","2017","gigagrams","6266.5946","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1961","1961","tonnes","315963","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1962","1962","tonnes","330843","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1963","1963","tonnes","344632","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1964","1964","tonnes","366758","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1965","1965","tonnes","386002","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1966","1966","tonnes","413012","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1967","1967","tonnes","441556","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1968","1968","tonnes","468943","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1969","1969","tonnes","512085","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1970","1970","tonnes","542850","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1971","1971","tonnes","567356","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1972","1972","tonnes","613507","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1973","1973","tonnes","657589","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1974","1974","tonnes","670827","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1975","1975","tonnes","738603","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1976","1976","tonnes","807227","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1977","1977","tonnes","853228","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1978","1978","tonnes","906448","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1979","1979","tonnes","938876","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1980","1980","tonnes","998099","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1981","1981","tonnes","1065499","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1982","1982","tonnes","1134905","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1983","1983","tonnes","1239723","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1984","1984","tonnes","1326974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1985","1985","tonnes","1395042","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1986","1986","tonnes","1483657","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1987","1987","tonnes","1568609","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1988","1988","tonnes","1581569","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1989","1989","tonnes","1646489","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1990","1990","tonnes","1848758","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1991","1991","tonnes","1853935","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1992","1992","tonnes","1887663","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1993","1993","tonnes","1904657","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1994","1994","tonnes","2014309","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1995","1995","tonnes","2163362","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1996","1996","tonnes","2290172","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1997","1997","tonnes","2481819","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1998","1998","tonnes","2502504","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","1999","1999","tonnes","2627296","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2000","2000","tonnes","2780832","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2001","2001","tonnes","2980676","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2002","2002","tonnes","3182949","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2003","2003","tonnes","3188497","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2004","2004","tonnes","3211452","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2005","2005","tonnes","3328585","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2006","2006","tonnes","3382472","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2007","2007","tonnes","3751720","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2008","2008","tonnes","3987801","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2009","2009","tonnes","4201734","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2010","2010","tonnes","4505868","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2011","2011","tonnes","4623734","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2012","2012","tonnes","4788339","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2013","2013","tonnes","5116835","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2014","2014","tonnes","5264054","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2015","2015","tonnes","5386697","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2016","2016","tonnes","5336005","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1058","Meat, chicken","2017","2017","tonnes","5467046","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1961","1961","gigagrams","797.9903","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1962","1962","gigagrams","823.6381","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1963","1963","gigagrams","844.3437","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1964","1964","gigagrams","878.407","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1965","1965","gigagrams","927.8185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1966","1966","gigagrams","951.6583","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1967","1967","gigagrams","992.0037","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1968","1968","gigagrams","1035.5049","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1969","1969","gigagrams","1076.2198","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1970","1970","gigagrams","1093.2229","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1971","1971","gigagrams","1134.0383","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1972","1972","gigagrams","1160.7156","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1973","1973","gigagrams","1198.012","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1974","1974","gigagrams","1240.5649","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1975","1975","gigagrams","1285.6983","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1976","1976","gigagrams","1338.8546","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1977","1977","gigagrams","1388.2778","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1978","1978","gigagrams","1421.828","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1979","1979","gigagrams","1474.2251","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1980","1980","gigagrams","1515.6695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1981","1981","gigagrams","1556.2048","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1982","1982","gigagrams","1636.9614","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1983","1983","gigagrams","1727.6232","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1984","1984","gigagrams","1703.3785","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1985","1985","gigagrams","1853.2634","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1986","1986","gigagrams","1885.4084","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1987","1987","gigagrams","1945.0719","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1988","1988","gigagrams","1939.1817","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1989","1989","gigagrams","1940.3756","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1990","1990","gigagrams","2137.3541","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1991","1991","gigagrams","2259.682","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1992","1992","gigagrams","2278.0445","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1993","1993","gigagrams","2162.2654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1994","1994","gigagrams","2222.2162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1995","1995","gigagrams","2201.6834","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1996","1996","gigagrams","2070.8934","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1997","1997","gigagrams","2016.3177","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1998","1998","gigagrams","2281.1495","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","1999","1999","gigagrams","2384.7463","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2000","2000","gigagrams","2321.9945","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2001","2001","gigagrams","2433.2006","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2002","2002","gigagrams","2539.0728","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2003","2003","gigagrams","2596.389","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2004","2004","gigagrams","2676.1096","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2005","2005","gigagrams","2738.5577","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2006","2006","gigagrams","2845.0666","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2007","2007","gigagrams","2955.2893","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2008","2008","gigagrams","2974.2139","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2009","2009","gigagrams","3079.0416","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2010","2010","gigagrams","3198.0571","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2011","2011","gigagrams","3282.3628","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2012","2012","gigagrams","3403.7923","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2013","2013","gigagrams","3420.656","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2014","2014","gigagrams","3539.5647","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2015","2015","gigagrams","3337.0072","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2016","2016","gigagrams","3334.9982","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1062","Eggs, hen, in shell","2017","2017","gigagrams","3483.7499","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1961","1961","tonnes","391779","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1962","1962","tonnes","407456","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1963","1963","tonnes","421194","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1964","1964","tonnes","441180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1965","1965","tonnes","475222","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1966","1966","tonnes","505716","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1967","1967","tonnes","531507","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1968","1968","tonnes","561736","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1969","1969","tonnes","584698","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1970","1970","tonnes","585658","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1971","1971","tonnes","602527","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1972","1972","tonnes","622752","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1973","1973","tonnes","647217","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1974","1974","tonnes","699671","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1975","1975","tonnes","754940","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1976","1976","tonnes","771746","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1977","1977","tonnes","823335","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1062","Eggs, hen, in shell","1978","1978","tonnes","857163","A","Aggregate, may include official, semi-official, estimated or calculated data"
