,Area Code,Area,Item Code,Item,Element Code,Element,Unit,Year,Value,Flag
20865,5300,Asia,1094,"Meat indigenous, chicken",5510,Production,tonnes,1964,1424835.0,A
20866,5300,Asia,1070,"Meat indigenous, duck",5510,Production,tonnes,1964,238212.0,A
20867,5300,Asia,1077,"Meat indigenous, geese",5510,Production,tonnes,1964,89264.0,A
20868,5300,Asia,1032,"Meat indigenous, goat",5510,Production,tonnes,1964,622958.0,A
20869,5300,Asia,1120,"Meat indigenous, horse",5510,Production,tonnes,1964,78443.0,A
20870,5300,Asia,1124,"Meat indigenous, mule",5510,Production,tonnes,1964,3000.0,A
20871,5300,Asia,1055,"Meat indigenous, pig",5510,Production,tonnes,1964,6391123.0,A
20872,5300,Asia,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1964,23665.0,A
20873,5300,Asia,1012,"Meat indigenous, sheep",5510,Production,tonnes,1964,906195.0,A
20874,5300,Asia,1087,"Meat indigenous, turkey",5510,Production,tonnes,1964,14521.0,A
20875,5300,Asia,1108,"Meat, ass",5510,Production,tonnes,1964,14800.0,A
20876,5300,Asia,1089,"Meat, bird nes",5510,Production,tonnes,1964,2468.0,A
20877,5300,Asia,947,"Meat, buffalo",5510,Production,tonnes,1964,1060551.0,A
20878,5300,Asia,1127,"Meat, camel",5510,Production,tonnes,1964,56425.0,A
20879,5300,Asia,867,"Meat, cattle",5510,Production,tonnes,1964,2018726.0,A
20880,5300,Asia,1058,"Meat, chicken",5510,Production,tonnes,1964,1417043.0,A
20881,5300,Asia,1069,"Meat, duck",5510,Production,tonnes,1964,238212.0,A
20882,5300,Asia,1163,"Meat, game",5510,Production,tonnes,1964,17120.0,A
20883,5300,Asia,1017,"Meat, goat",5510,Production,tonnes,1964,623478.0,A
20884,5300,Asia,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1964,89264.0,A
20885,5300,Asia,1097,"Meat, horse",5510,Production,tonnes,1964,74164.0,A
20886,5300,Asia,1111,"Meat, mule",5510,Production,tonnes,1964,3000.0,A
20887,5300,Asia,1166,"Meat, nes",5510,Production,tonnes,1964,334380.0,A
20888,5300,Asia,1035,"Meat, pig",5510,Production,tonnes,1964,6392966.0,A
20889,5300,Asia,1141,"Meat, rabbit",5510,Production,tonnes,1964,23665.0,A
20890,5300,Asia,977,"Meat, sheep",5510,Production,tonnes,1964,908658.0,A
20891,5300,Asia,1080,"Meat, turkey",5510,Production,tonnes,1964,14521.0,A
20892,5300,Asia,1806,Beef and Buffalo Meat,5510,Production,tonnes,1964,3079277.0,A
20893,5300,Asia,1775,"Meat indigenous, poultry",5510,Production,tonnes,1964,1769300.0,A
20894,5300,Asia,1770,"Meat indigenous, total",5510,Production,tonnes,1964,13294062.0,A
20895,5300,Asia,1808,"Meat, Poultry",5510,Production,tonnes,1964,1761508.0,A
20896,5300,Asia,1765,"Meat, Total",5510,Production,tonnes,1964,13289441.0,A
20897,5300,Asia,1807,Sheep and Goat Meat,5510,Production,tonnes,1964,1532136.0,A
21049,5400,Europe,1122,"Meat indigenous, ass",5510,Production,tonnes,1964,2952.0,A
21050,5400,Europe,972,"Meat indigenous, buffalo",5510,Production,tonnes,1964,9966.0,A
21051,5400,Europe,1137,"Meat indigenous, camel",5510,Production,tonnes,1964,,
21052,5400,Europe,944,"Meat indigenous, cattle",5510,Production,tonnes,1964,10616211.0,A
21053,5400,Europe,1094,"Meat indigenous, chicken",5510,Production,tonnes,1964,3117505.0,A
21054,5400,Europe,1070,"Meat indigenous, duck",5510,Production,tonnes,1964,82984.0,A
21055,5400,Europe,1077,"Meat indigenous, geese",5510,Production,tonnes,1964,58402.0,A
21056,5400,Europe,1032,"Meat indigenous, goat",5510,Production,tonnes,1964,112127.0,A
21057,5400,Europe,1120,"Meat indigenous, horse",5510,Production,tonnes,1964,232640.0,A
21058,5400,Europe,1124,"Meat indigenous, mule",5510,Production,tonnes,1964,15305.0,A
21059,5400,Europe,1055,"Meat indigenous, pig",5510,Production,tonnes,1964,14094642.0,A
21060,5400,Europe,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1964,357485.0,A
21061,5400,Europe,1012,"Meat indigenous, sheep",5510,Production,tonnes,1964,1891380.0,A
21062,5400,Europe,1087,"Meat indigenous, turkey",5510,Production,tonnes,1964,121978.0,A
21063,5400,Europe,1108,"Meat, ass",5510,Production,tonnes,1964,2862.0,A
21064,5400,Europe,1089,"Meat, bird nes",5510,Production,tonnes,1964,2800.0,A
21065,5400,Europe,947,"Meat, buffalo",5510,Production,tonnes,1964,9966.0,A
21066,5400,Europe,1127,"Meat, camel",5510,Production,tonnes,1964,,
21067,5400,Europe,867,"Meat, cattle",5510,Production,tonnes,1964,10628557.0,A
21068,5400,Europe,1058,"Meat, chicken",5510,Production,tonnes,1964,3125613.0,A
21069,5400,Europe,1069,"Meat, duck",5510,Production,tonnes,1964,82984.0,A
21070,5400,Europe,1163,"Meat, game",5510,Production,tonnes,1964,67515.0,A
21071,5400,Europe,1017,"Meat, goat",5510,Production,tonnes,1964,112059.0,A
21072,5400,Europe,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1964,58410.0,A
21073,5400,Europe,1097,"Meat, horse",5510,Production,tonnes,1964,268353.0,A
21074,5400,Europe,1111,"Meat, mule",5510,Production,tonnes,1964,9824.0,A
21075,5400,Europe,1166,"Meat, nes",5510,Production,tonnes,1964,422231.0,A
21076,5400,Europe,1035,"Meat, pig",5510,Production,tonnes,1964,14081484.0,A
21077,5400,Europe,1141,"Meat, rabbit",5510,Production,tonnes,1964,357923.0,A
21078,5400,Europe,977,"Meat, sheep",5510,Production,tonnes,1964,1891866.0,A
21079,5400,Europe,1080,"Meat, turkey",5510,Production,tonnes,1964,121976.0,A
21080,5400,Europe,1806,Beef and Buffalo Meat,5510,Production,tonnes,1964,10638523.0,A
21081,5400,Europe,1775,"Meat indigenous, poultry",5510,Production,tonnes,1964,3380868.0,A
21082,5400,Europe,1770,"Meat indigenous, total",5510,Production,tonnes,1964,31203321.0,A
21083,5400,Europe,1808,"Meat, Poultry",5510,Production,tonnes,1964,3391782.0,A
21084,5400,Europe,1765,"Meat, Total",5510,Production,tonnes,1964,31244422.0,A
21085,5400,Europe,1807,Sheep and Goat Meat,5510,Production,tonnes,1964,2003925.0,A
21213,5500,Oceania,972,"Meat indigenous, buffalo",5510,Production,tonnes,1964,35.0,A
21214,5500,Oceania,944,"Meat indigenous, cattle",5510,Production,tonnes,1964,1299637.0,A
21215,5500,Oceania,1094,"Meat indigenous, chicken",5510,Production,tonnes,1964,66760.0,A
21216,5500,Oceania,1070,"Meat indigenous, duck",5510,Production,tonnes,1964,1613.0,A
21217,5500,Oceania,1077,"Meat indigenous, geese",5510,Production,tonnes,1964,220.0,A
21218,5500,Oceania,1032,"Meat indigenous, goat",5510,Production,tonnes,1964,1542.0,A
21219,5500,Oceania,1120,"Meat indigenous, horse",5510,Production,tonnes,1964,12354.0,A
21220,5500,Oceania,1055,"Meat indigenous, pig",5510,Production,tonnes,1964,186431.0,A
21221,5500,Oceania,1012,"Meat indigenous, sheep",5510,Production,tonnes,1964,1089355.0,A
21222,5500,Oceania,1087,"Meat indigenous, turkey",5510,Production,tonnes,1964,2641.0,A
21223,5500,Oceania,947,"Meat, buffalo",5510,Production,tonnes,1964,35.0,A
21224,5500,Oceania,867,"Meat, cattle",5510,Production,tonnes,1964,1298162.0,A
21225,5500,Oceania,1058,"Meat, chicken",5510,Production,tonnes,1964,65553.0,A
21226,5500,Oceania,1069,"Meat, duck",5510,Production,tonnes,1964,1611.0,A
21227,5500,Oceania,1163,"Meat, game",5510,Production,tonnes,1964,130000.0,A
21228,5500,Oceania,1017,"Meat, goat",5510,Production,tonnes,1964,1544.0,A
21229,5500,Oceania,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1964,220.0,A
21230,5500,Oceania,1097,"Meat, horse",5510,Production,tonnes,1964,12312.0,A
21231,5500,Oceania,1166,"Meat, nes",5510,Production,tonnes,1964,800.0,A
21232,5500,Oceania,1035,"Meat, pig",5510,Production,tonnes,1964,186315.0,A
21233,5500,Oceania,977,"Meat, sheep",5510,Production,tonnes,1964,1083965.0,A
21234,5500,Oceania,1080,"Meat, turkey",5510,Production,tonnes,1964,2641.0,A
21235,5500,Oceania,1806,Beef and Buffalo Meat,5510,Production,tonnes,1964,1298197.0,A
21236,5500,Oceania,1775,"Meat indigenous, poultry",5510,Production,tonnes,1964,71233.0,A
21237,5500,Oceania,1770,"Meat indigenous, total",5510,Production,tonnes,1964,2791387.0,A
21238,5500,Oceania,1808,"Meat, Poultry",5510,Production,tonnes,1964,70024.0,A
21239,5500,Oceania,1765,"Meat, Total",5510,Production,tonnes,1964,2783157.0,A
21240,5500,Oceania,1807,Sheep and Goat Meat,5510,Production,tonnes,1964,1085509.0,A
25919,5100,Africa,1122,"Meat indigenous, ass",5510,Production,tonnes,1965,5957.0,A
25920,5100,Africa,1084,"Meat indigenous, bird nes",5510,Production,tonnes,1965,5100.0,A
25921,5100,Africa,972,"Meat indigenous, buffalo",5510,Production,tonnes,1965,,A
25922,5100,Africa,1137,"Meat indigenous, camel",5510,Production,tonnes,1965,97309.0,A
25923,5100,Africa,944,"Meat indigenous, cattle",5510,Production,tonnes,1965,1946785.0,A
25924,5100,Africa,1094,"Meat indigenous, chicken",5510,Production,tonnes,1965,337849.0,A
25925,5100,Africa,1070,"Meat indigenous, duck",5510,Production,tonnes,1965,18396.0,A
25926,5100,Africa,1077,"Meat indigenous, geese",5510,Production,tonnes,1965,18189.0,A
25927,5100,Africa,1032,"Meat indigenous, goat",5510,Production,tonnes,1965,341490.0,A
25928,5100,Africa,1120,"Meat indigenous, horse",5510,Production,tonnes,1965,12077.0,A
25929,5100,Africa,1055,"Meat indigenous, pig",5510,Production,tonnes,1965,212598.0,A
25930,5100,Africa,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1965,13305.0,A
25931,5100,Africa,1012,"Meat indigenous, sheep",5510,Production,tonnes,1965,524248.0,A
25932,5100,Africa,1087,"Meat indigenous, turkey",5510,Production,tonnes,1965,7860.0,A
25933,5100,Africa,1108,"Meat, ass",5510,Production,tonnes,1965,5717.0,A
25934,5100,Africa,1089,"Meat, bird nes",5510,Production,tonnes,1965,5100.0,A
25935,5100,Africa,947,"Meat, buffalo",5510,Production,tonnes,1965,92000.0,A
25936,5100,Africa,1127,"Meat, camel",5510,Production,tonnes,1965,85487.0,A
25937,5100,Africa,867,"Meat, cattle",5510,Production,tonnes,1965,2071356.0,A
25938,5100,Africa,1058,"Meat, chicken",5510,Production,tonnes,1965,386002.0,A
25939,5100,Africa,1069,"Meat, duck",5510,Production,tonnes,1965,18396.0,A
25940,5100,Africa,1163,"Meat, game",5510,Production,tonnes,1965,429630.0,A
25941,5100,Africa,1017,"Meat, goat",5510,Production,tonnes,1965,331482.0,A
25942,5100,Africa,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1965,18189.0,A
25943,5100,Africa,1097,"Meat, horse",5510,Production,tonnes,1965,10261.0,A
25944,5100,Africa,1166,"Meat, nes",5510,Production,tonnes,1965,146200.0,A
25945,5100,Africa,1035,"Meat, pig",5510,Production,tonnes,1965,212582.0,A
25946,5100,Africa,1141,"Meat, rabbit",5510,Production,tonnes,1965,13305.0,A
25947,5100,Africa,977,"Meat, sheep",5510,Production,tonnes,1965,510091.0,A
25948,5100,Africa,1080,"Meat, turkey",5510,Production,tonnes,1965,7860.0,A
25949,5100,Africa,1806,Beef and Buffalo Meat,5510,Production,tonnes,1965,2163356.0,A
25950,5100,Africa,1775,"Meat indigenous, poultry",5510,Production,tonnes,1965,387393.0,A
25951,5100,Africa,1770,"Meat indigenous, total",5510,Production,tonnes,1965,4116992.0,A
25952,5100,Africa,1808,"Meat, Poultry",5510,Production,tonnes,1965,435546.0,A
25953,5100,Africa,1765,"Meat, Total",5510,Production,tonnes,1965,4343656.0,A
25954,5100,Africa,1807,Sheep and Goat Meat,5510,Production,tonnes,1965,841573.0,A
26137,5203,Northern America,944,"Meat indigenous, cattle",5510,Production,tonnes,1965,9793911.0,A
26138,5203,Northern America,1094,"Meat indigenous, chicken",5510,Production,tonnes,1965,3242413.0,A
26139,5203,Northern America,1070,"Meat indigenous, duck",5510,Production,tonnes,1965,24204.0,A
26140,5203,Northern America,1077,"Meat indigenous, geese",5510,Production,tonnes,1965,1447.0,A
26141,5203,Northern America,1032,"Meat indigenous, goat",5510,Production,tonnes,1965,1.0,A
26142,5203,Northern America,1120,"Meat indigenous, horse",5510,Production,tonnes,1965,22097.0,A
26143,5203,Northern America,1055,"Meat indigenous, pig",5510,Production,tonnes,1965,5601660.0,A
26144,5203,Northern America,1012,"Meat indigenous, sheep",5510,Production,tonnes,1965,307342.0,A
26145,5203,Northern America,1087,"Meat indigenous, turkey",5510,Production,tonnes,1965,772132.0,A
26146,5203,Northern America,867,"Meat, cattle",5510,Production,tonnes,1965,9824641.0,A
26147,5203,Northern America,1058,"Meat, chicken",5510,Production,tonnes,1965,3235721.0,A
26148,5203,Northern America,1069,"Meat, duck",5510,Production,tonnes,1965,24204.0,A
26149,5203,Northern America,1163,"Meat, game",5510,Production,tonnes,1965,217000.0,A
26150,5203,Northern America,1017,"Meat, goat",5510,Production,tonnes,1965,1.0,A
26151,5203,Northern America,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1965,1447.0,A
26152,5203,Northern America,1097,"Meat, horse",5510,Production,tonnes,1965,17000.0,A
26153,5203,Northern America,1166,"Meat, nes",5510,Production,tonnes,1965,6230.0,A
26154,5203,Northern America,1035,"Meat, pig",5510,Production,tonnes,1965,5604218.0,A
26155,5203,Northern America,977,"Meat, sheep",5510,Production,tonnes,1965,306646.0,A
26156,5203,Northern America,1080,"Meat, turkey",5510,Production,tonnes,1965,771693.0,A
26157,5203,Northern America,1806,Beef and Buffalo Meat,5510,Production,tonnes,1965,9824641.0,A
26158,5203,Northern America,1775,"Meat indigenous, poultry",5510,Production,tonnes,1965,4040196.0,A
26159,5203,Northern America,1770,"Meat indigenous, total",5510,Production,tonnes,1965,19988438.0,A
26160,5203,Northern America,1808,"Meat, Poultry",5510,Production,tonnes,1965,4033065.0,A
26161,5203,Northern America,1765,"Meat, Total",5510,Production,tonnes,1965,20008801.0,A
26162,5203,Northern America,1807,Sheep and Goat Meat,5510,Production,tonnes,1965,306647.0,A
26214,5207,South America,944,"Meat indigenous, cattle",5510,Production,tonnes,1965,4779967.0,A
26215,5207,South America,1094,"Meat indigenous, chicken",5510,Production,tonnes,1965,531509.0,A
26216,5207,South America,1070,"Meat indigenous, duck",5510,Production,tonnes,1965,10122.0,A
26217,5207,South America,1077,"Meat indigenous, geese",5510,Production,tonnes,1965,667.0,A
26218,5207,South America,1032,"Meat indigenous, goat",5510,Production,tonnes,1965,67446.0,A
26219,5207,South America,1120,"Meat indigenous, horse",5510,Production,tonnes,1965,136645.0,A
26220,5207,South America,1161,"Meat indigenous, other camelids",5510,Production,tonnes,1965,16908.0,A
26221,5207,South America,1055,"Meat indigenous, pig",5510,Production,tonnes,1965,1080202.0,A
26222,5207,South America,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1965,9973.0,A
26223,5207,South America,1154,"Meat indigenous, rodents",5510,Production,tonnes,1965,21155.0,A
26224,5207,South America,1012,"Meat indigenous, sheep",5510,Production,tonnes,1965,323208.0,A
26225,5207,South America,1087,"Meat indigenous, turkey",5510,Production,tonnes,1965,9999.0,A
26226,5207,South America,867,"Meat, cattle",5510,Production,tonnes,1965,4778153.0,A
26227,5207,South America,1058,"Meat, chicken",5510,Production,tonnes,1965,533398.0,A
26228,5207,South America,1069,"Meat, duck",5510,Production,tonnes,1965,10122.0,A
26229,5207,South America,1163,"Meat, game",5510,Production,tonnes,1965,31500.0,A
26230,5207,South America,1017,"Meat, goat",5510,Production,tonnes,1965,67446.0,A
26231,5207,South America,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1965,667.0,A
26232,5207,South America,1097,"Meat, horse",5510,Production,tonnes,1965,136404.0,A
26233,5207,South America,1166,"Meat, nes",5510,Production,tonnes,1965,3000.0,A
26234,5207,South America,1158,"Meat, other camelids",5510,Production,tonnes,1965,16945.0,A
26235,5207,South America,1151,"Meat, other rodents",5510,Production,tonnes,1965,21120.0,A
26236,5207,South America,1035,"Meat, pig",5510,Production,tonnes,1965,1079630.0,A
26237,5207,South America,1141,"Meat, rabbit",5510,Production,tonnes,1965,9977.0,A
26238,5207,South America,977,"Meat, sheep",5510,Production,tonnes,1965,323764.0,A
26239,5207,South America,1080,"Meat, turkey",5510,Production,tonnes,1965,9999.0,A
26240,5207,South America,1806,Beef and Buffalo Meat,5510,Production,tonnes,1965,4778153.0,A
26241,5207,South America,1775,"Meat indigenous, poultry",5510,Production,tonnes,1965,552297.0,A
26242,5207,South America,1770,"Meat indigenous, total",5510,Production,tonnes,1965,7022301.0,A
26243,5207,South America,1808,"Meat, Poultry",5510,Production,tonnes,1965,554186.0,A
26244,5207,South America,1765,"Meat, Total",5510,Production,tonnes,1965,7022124.0,A
26245,5207,South America,1807,Sheep and Goat Meat,5510,Production,tonnes,1965,391209.0,A
26246,5300,Asia,1122,"Meat indigenous, ass",5510,Production,tonnes,1965,15600.0,A
26247,5300,Asia,1084,"Meat indigenous, bird nes",5510,Production,tonnes,1965,2589.0,A
26248,5300,Asia,972,"Meat indigenous, buffalo",5510,Production,tonnes,1965,1089666.0,A
26249,5300,Asia,1137,"Meat indigenous, camel",5510,Production,tonnes,1965,53233.0,A
26250,5300,Asia,944,"Meat indigenous, cattle",5510,Production,tonnes,1965,2031408.0,A
26251,5300,Asia,1094,"Meat indigenous, chicken",5510,Production,tonnes,1965,1528112.0,A
26252,5300,Asia,1070,"Meat indigenous, duck",5510,Production,tonnes,1965,249754.0,A
26253,5300,Asia,1077,"Meat indigenous, geese",5510,Production,tonnes,1965,96361.0,A
26254,5300,Asia,1032,"Meat indigenous, goat",5510,Production,tonnes,1965,637944.0,A
26255,5300,Asia,1120,"Meat indigenous, horse",5510,Production,tonnes,1965,84336.0,A
26256,5300,Asia,1124,"Meat indigenous, mule",5510,Production,tonnes,1965,3600.0,A
26257,5300,Asia,1055,"Meat indigenous, pig",5510,Production,tonnes,1965,7269445.0,A
26258,5300,Asia,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1965,22965.0,A
26259,5300,Asia,1012,"Meat indigenous, sheep",5510,Production,tonnes,1965,945853.0,A
26260,5300,Asia,1087,"Meat indigenous, turkey",5510,Production,tonnes,1965,14508.0,A
26261,5300,Asia,1108,"Meat, ass",5510,Production,tonnes,1965,15600.0,A
26262,5300,Asia,1089,"Meat, bird nes",5510,Production,tonnes,1965,2589.0,A
26263,5300,Asia,947,"Meat, buffalo",5510,Production,tonnes,1965,1080339.0,A
26264,5300,Asia,1127,"Meat, camel",5510,Production,tonnes,1965,58363.0,A
26265,5300,Asia,867,"Meat, cattle",5510,Production,tonnes,1965,2045926.0,A
26266,5300,Asia,1058,"Meat, chicken",5510,Production,tonnes,1965,1520469.0,A
26267,5300,Asia,1069,"Meat, duck",5510,Production,tonnes,1965,249753.0,A
26268,5300,Asia,1163,"Meat, game",5510,Production,tonnes,1965,18120.0,A
26269,5300,Asia,1017,"Meat, goat",5510,Production,tonnes,1965,639267.0,A
26270,5300,Asia,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1965,96361.0,A
26271,5300,Asia,1097,"Meat, horse",5510,Production,tonnes,1965,79879.0,A
26272,5300,Asia,1111,"Meat, mule",5510,Production,tonnes,1965,3600.0,A
26273,5300,Asia,1166,"Meat, nes",5510,Production,tonnes,1965,359060.0,A
26274,5300,Asia,1035,"Meat, pig",5510,Production,tonnes,1965,7286305.0,A
26275,5300,Asia,1141,"Meat, rabbit",5510,Production,tonnes,1965,22965.0,A
26276,5300,Asia,977,"Meat, sheep",5510,Production,tonnes,1965,936522.0,A
26277,5300,Asia,1080,"Meat, turkey",5510,Production,tonnes,1965,14508.0,A
26278,5300,Asia,1806,Beef and Buffalo Meat,5510,Production,tonnes,1965,3126266.0,A
26279,5300,Asia,1775,"Meat indigenous, poultry",5510,Production,tonnes,1965,1891323.0,A
26280,5300,Asia,1770,"Meat indigenous, total",5510,Production,tonnes,1965,14422555.0,A
26281,5300,Asia,1808,"Meat, Poultry",5510,Production,tonnes,1965,1883680.0,A
26282,5300,Asia,1765,"Meat, Total",5510,Production,tonnes,1965,14429628.0,A
26283,5300,Asia,1807,Sheep and Goat Meat,5510,Production,tonnes,1965,1575789.0,A
26435,5400,Europe,1122,"Meat indigenous, ass",5510,Production,tonnes,1965,4439.0,A
26436,5400,Europe,972,"Meat indigenous, buffalo",5510,Production,tonnes,1965,9714.0,A
26437,5400,Europe,1137,"Meat indigenous, camel",5510,Production,tonnes,1965,,
26438,5400,Europe,944,"Meat indigenous, cattle",5510,Production,tonnes,1965,10917157.0,A
26439,5400,Europe,1094,"Meat indigenous, chicken",5510,Production,tonnes,1965,3384116.0,A
26440,5400,Europe,1070,"Meat indigenous, duck",5510,Production,tonnes,1965,90801.0,A
26441,5400,Europe,1077,"Meat indigenous, geese",5510,Production,tonnes,1965,64620.0,A
26442,5400,Europe,1032,"Meat indigenous, goat",5510,Production,tonnes,1965,114891.0,A
26443,5400,Europe,1120,"Meat indigenous, horse",5510,Production,tonnes,1965,216826.0,A
26444,5400,Europe,1124,"Meat indigenous, mule",5510,Production,tonnes,1965,13894.0,A
26445,5400,Europe,1055,"Meat indigenous, pig",5510,Production,tonnes,1965,16358940.0,A
26446,5400,Europe,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1965,362175.0,A
26447,5400,Europe,1012,"Meat indigenous, sheep",5510,Production,tonnes,1965,1858003.0,A
26448,5400,Europe,1087,"Meat indigenous, turkey",5510,Production,tonnes,1965,131441.0,A
26449,5400,Europe,1108,"Meat, ass",5510,Production,tonnes,1965,4381.0,A
26450,5400,Europe,1089,"Meat, bird nes",5510,Production,tonnes,1965,2900.0,A
26451,5400,Europe,947,"Meat, buffalo",5510,Production,tonnes,1965,9724.0,A
26452,5400,Europe,1127,"Meat, camel",5510,Production,tonnes,1965,,
26453,5400,Europe,867,"Meat, cattle",5510,Production,tonnes,1965,10917679.0,A
26454,5400,Europe,1058,"Meat, chicken",5510,Production,tonnes,1965,3395504.0,A
26455,5400,Europe,1069,"Meat, duck",5510,Production,tonnes,1965,90801.0,A
26456,5400,Europe,1163,"Meat, game",5510,Production,tonnes,1965,68182.0,A
26457,5400,Europe,1017,"Meat, goat",5510,Production,tonnes,1965,114816.0,A
26458,5400,Europe,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1965,64620.0,A
26459,5400,Europe,1097,"Meat, horse",5510,Production,tonnes,1965,249154.0,A
26460,5400,Europe,1111,"Meat, mule",5510,Production,tonnes,1965,8946.0,A
26461,5400,Europe,1166,"Meat, nes",5510,Production,tonnes,1965,367698.0,A
26462,5400,Europe,1035,"Meat, pig",5510,Production,tonnes,1965,16345555.0,A
26463,5400,Europe,1141,"Meat, rabbit",5510,Production,tonnes,1965,362586.0,A
26464,5400,Europe,977,"Meat, sheep",5510,Production,tonnes,1965,1864063.0,A
26465,5400,Europe,1080,"Meat, turkey",5510,Production,tonnes,1965,130816.0,A
26466,5400,Europe,1806,Beef and Buffalo Meat,5510,Production,tonnes,1965,10927403.0,A
26467,5400,Europe,1775,"Meat indigenous, poultry",5510,Production,tonnes,1965,3670978.0,A
26468,5400,Europe,1770,"Meat indigenous, total",5510,Production,tonnes,1965,33962898.0,A
26469,5400,Europe,1808,"Meat, Poultry",5510,Production,tonnes,1965,3684642.0,A
26470,5400,Europe,1765,"Meat, Total",5510,Production,tonnes,1965,33997426.0,A
26471,5400,Europe,1807,Sheep and Goat Meat,5510,Production,tonnes,1965,1978879.0,A
26599,5500,Oceania,972,"Meat indigenous, buffalo",5510,Production,tonnes,1965,15.0,A
26600,5500,Oceania,944,"Meat indigenous, cattle",5510,Production,tonnes,1965,1309263.0,A
26601,5500,Oceania,1094,"Meat indigenous, chicken",5510,Production,tonnes,1965,80582.0,A
26602,5500,Oceania,1070,"Meat indigenous, duck",5510,Production,tonnes,1965,1787.0,A
26603,5500,Oceania,1077,"Meat indigenous, geese",5510,Production,tonnes,1965,224.0,A
26604,5500,Oceania,1032,"Meat indigenous, goat",5510,Production,tonnes,1965,1558.0,A
26605,5500,Oceania,1120,"Meat indigenous, horse",5510,Production,tonnes,1965,10390.0,A
26606,5500,Oceania,1055,"Meat indigenous, pig",5510,Production,tonnes,1965,194021.0,A
26607,5500,Oceania,1012,"Meat indigenous, sheep",5510,Production,tonnes,1965,1076424.0,A
26608,5500,Oceania,1087,"Meat indigenous, turkey",5510,Production,tonnes,1965,2707.0,A
26609,5500,Oceania,947,"Meat, buffalo",5510,Production,tonnes,1965,15.0,A
26610,5500,Oceania,867,"Meat, cattle",5510,Production,tonnes,1965,1307633.0,A
26611,5500,Oceania,1058,"Meat, chicken",5510,Production,tonnes,1965,79691.0,A
26612,5500,Oceania,1069,"Meat, duck",5510,Production,tonnes,1965,1786.0,A
26613,5500,Oceania,1163,"Meat, game",5510,Production,tonnes,1965,133500.0,A
26614,5500,Oceania,1017,"Meat, goat",5510,Production,tonnes,1965,1560.0,A
26615,5500,Oceania,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1965,224.0,A
26616,5500,Oceania,1097,"Meat, horse",5510,Production,tonnes,1965,10355.0,A
26617,5500,Oceania,1166,"Meat, nes",5510,Production,tonnes,1965,1000.0,A
26618,5500,Oceania,1035,"Meat, pig",5510,Production,tonnes,1965,194102.0,A
26619,5500,Oceania,977,"Meat, sheep",5510,Production,tonnes,1965,1069959.0,A
26620,5500,Oceania,1080,"Meat, turkey",5510,Production,tonnes,1965,2707.0,A
26621,5500,Oceania,1806,Beef and Buffalo Meat,5510,Production,tonnes,1965,1307648.0,A
26622,5500,Oceania,1775,"Meat indigenous, poultry",5510,Production,tonnes,1965,85301.0,A
26623,5500,Oceania,1770,"Meat indigenous, total",5510,Production,tonnes,1965,2811472.0,A
26624,5500,Oceania,1808,"Meat, Poultry",5510,Production,tonnes,1965,84408.0,A
26625,5500,Oceania,1765,"Meat, Total",5510,Production,tonnes,1965,2802532.0,A
26626,5500,Oceania,1807,Sheep and Goat Meat,5510,Production,tonnes,1965,1071520.0,A
31305,5100,Africa,1122,"Meat indigenous, ass",5510,Production,tonnes,1966,6589.0,A
31306,5100,Africa,1084,"Meat indigenous, bird nes",5510,Production,tonnes,1966,4950.0,A
31307,5100,Africa,972,"Meat indigenous, buffalo",5510,Production,tonnes,1966,,A
31308,5100,Africa,1137,"Meat indigenous, camel",5510,Production,tonnes,1966,117064.0,A
31309,5100,Africa,944,"Meat indigenous, cattle",5510,Production,tonnes,1966,2008912.0,A
31310,5100,Africa,1094,"Meat indigenous, chicken",5510,Production,tonnes,1966,362453.0,A
31311,5100,Africa,1070,"Meat indigenous, duck",5510,Production,tonnes,1966,18719.0,A
31312,5100,Africa,1077,"Meat indigenous, geese",5510,Production,tonnes,1966,18780.0,A
31313,5100,Africa,1032,"Meat indigenous, goat",5510,Production,tonnes,1966,349727.0,A
31314,5100,Africa,1120,"Meat indigenous, horse",5510,Production,tonnes,1966,10786.0,A
31315,5100,Africa,1055,"Meat indigenous, pig",5510,Production,tonnes,1966,217913.0,A
31316,5100,Africa,1144,"Meat indigenous, rabbit",5510,Production,tonnes,1966,13614.0,A
31317,5100,Africa,1012,"Meat indigenous, sheep",5510,Production,tonnes,1966,547796.0,A
31318,5100,Africa,1087,"Meat indigenous, turkey",5510,Production,tonnes,1966,8630.0,A
31319,5100,Africa,1108,"Meat, ass",5510,Production,tonnes,1966,6349.0,A
