,Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F
17943,5000,World,1122,"Meat indigenous, ass",5322,Production,Head,248353.0,A,280300.0,A,276345.0,A,294170.0,A,329747.0,A,347045.0,A,354907.0,A,364706.0,A,362606.0,A,372156.0,A,405004.0,A,409708.0,A,382752.0,A,382231.0,A,378577.0,A,382092.0,A,369151.0,A,373664.0,A,367032.0,A,364734.0,A,381710.0,A,404234.0,A,414279.0,A,401132.0,A,397910.0,A,423007.0,A,428722.0,A,459033.0,A,474804.0,A,475555.0,A,493334.0,A,2159204.0,A,2138229.0,A,2122135.0,A,2149878.0,A,2353772.0,A,2092830.0,A,2093311.0,A,2166286.0,A,2267825.0,A,2256476.0,A,2344154.0,A,2353411.0,A,2414891.0,A,2420514.0,A,2482843.0,A,2419004.0,A,2416003.0,A,2555194.0,A,2574894.0,A,2687600.0,A,2690126.0,A,2689838.0,A
17945,5000,World,1122,"Meat indigenous, ass",5510,Production,tonnes,19452.0,A,22067.0,A,21656.0,A,22948.0,A,25996.0,A,26937.0,A,27591.0,A,28229.0,A,28245.0,A,29024.0,A,31652.0,A,32230.0,A,30079.0,A,29800.0,A,29486.0,A,29981.0,A,28689.0,A,28991.0,A,28266.0,A,28089.0,A,29199.0,A,30830.0,A,31757.0,A,30679.0,A,30480.0,A,32456.0,A,32845.0,A,34866.0,A,36019.0,A,36664.0,A,37995.0,A,171167.0,A,169452.0,A,168138.0,A,170249.0,A,186541.0,A,165549.0,A,165506.0,A,171192.0,A,179115.0,A,178332.0,A,185288.0,A,185946.0,A,190735.0,A,190940.0,A,196055.0,A,190796.0,A,190390.0,A,201298.0,A,202808.0,A,211697.0,A,211865.0,A,211842.0,A
17946,5000,World,1084,"Meat indigenous, bird nes",5323,Production,1000 Head,23890.0,A,24190.0,A,23995.0,A,24325.0,A,24130.0,A,23655.0,A,21155.0,A,21010.0,A,20690.0,A,20270.0,A,22795.0,A,19950.0,A,17710.0,A,15830.0,A,15420.0,A,15090.0,A,14180.0,A,14400.0,A,13675.0,A,14760.0,A,20140.0,A,27670.0,A,36990.0,A,42160.0,A,42610.0,A,43460.0,A,43810.0,A,42727.0,A,43793.0,A,45158.0,A,46512.0,A,49589.0,A,52629.0,A,52115.0,A,53275.0,A,55477.0,A,56706.0,A,55325.0,A,56309.0,A,56496.0,A,55966.0,A,56366.0,A,56834.0,A,57022.0,A,56085.0,A,56375.0,A,56414.0,A,56298.0,A,55808.0,A,55481.0,A,55195.0,A,55165.0,A,55165.0,A
17948,5000,World,1084,"Meat indigenous, bird nes",5510,Production,tonnes,7502.0,A,7622.0,A,7593.0,A,7718.0,A,7689.0,A,7543.0,A,6593.0,A,6620.0,A,6597.0,A,6508.0,A,7516.0,A,6463.0,A,5601.0,A,4932.0,A,4830.0,A,4752.0,A,4439.0,A,4583.0,A,4344.0,A,4628.0,A,5946.0,A,8101.0,A,10315.0,A,11453.0,A,11495.0,A,11836.0,A,12205.0,A,12280.0,A,12660.0,A,12912.0,A,13126.0,A,13711.0,A,14454.0,A,14370.0,A,14848.0,A,15987.0,A,16757.0,A,16503.0,A,17174.0,A,17604.0,A,17738.0,A,18099.0,A,18718.0,A,18870.0,A,18868.0,A,19169.0,A,19600.0,A,19790.0,A,19841.0,A,20014.0,A,19911.0,A,19809.0,A,19809.0,A
17949,5000,World,972,"Meat indigenous, buffalo",5322,Production,Head,7805047.0,A,8043009.0,A,8163032.0,A,8441039.0,A,8594281.0,A,8706987.0,A,8927760.0,A,9265468.0,A,9447093.0,A,9644508.0,A,9922358.0,A,10093572.0,A,10426769.0,A,10713375.0,A,10796468.0,A,11033527.0,A,11254740.0,A,11441825.0,A,11748957.0,A,11961871.0,A,12301970.0,A,13089460.0,A,13279665.0,A,13615447.0,A,14246989.0,A,14737131.0,A,14826281.0,A,16025397.0,A,15870754.0,A,16267092.0,A,16756876.0,A,17193763.0,A,17963844.0,A,18414681.0,A,19197837.0,A,17966159.0,A,19330868.0,A,19660709.0,A,20313485.0,A,20524070.0,A,20378126.0,A,20767358.0,A,20316848.0,A,20925302.0,A,21304914.0,A,22074711.0,A,22891777.0,A,23182941.0,A,23622650.0,A,24521142.0,A,24847946.0,A,26049117.0,A,25826327.0,A
17951,5000,World,972,"Meat indigenous, buffalo",5510,Production,tonnes,1004696.0,A,1034090.0,A,1042445.0,A,1080788.0,A,1099395.0,A,1114288.0,A,1141209.0,A,1177338.0,A,1196890.0,A,1227720.0,A,1247406.0,A,1264497.0,A,1321056.0,A,1359159.0,A,1357275.0,A,1385389.0,A,1393528.0,A,1412088.0,A,1455855.0,A,1484770.0,A,1554417.0,A,1684155.0,A,1710242.0,A,1764377.0,A,1854717.0,A,1959791.0,A,1967285.0,A,2062641.0,A,2059122.0,A,2263597.0,A,2333048.0,A,2395507.0,A,2503710.0,A,2558331.0,A,2644960.0,A,2490192.0,A,2680507.0,A,2714104.0,A,2796057.0,A,2837887.0,A,2751637.0,A,2813300.0,A,2790262.0,A,2912663.0,A,2981210.0,A,3134354.0,A,3282923.0,A,3352432.0,A,3440796.0,A,3556672.0,A,3586028.0,A,3824186.0,A,3715622.0,A
17952,5000,World,1137,"Meat indigenous, camel",5322,Production,Head,712886.0,A,731965.0,A,808067.0,A,750616.0,A,786383.0,A,877886.0,A,890290.0,A,891145.0,A,877125.0,A,889055.0,A,907260.0,A,894211.0,A,895474.0,A,959855.0,A,944776.0,A,940923.0,A,943440.0,A,898513.0,A,919040.0,A,968008.0,A,938163.0,A,1007782.0,A,1008391.0,A,1071436.0,A,1066676.0,A,1026932.0,A,1017803.0,A,1075366.0,A,1166631.0,A,1260737.0,A,1301664.0,A,1328379.0,A,1227329.0,A,1287611.0,A,1353713.0,A,1452609.0,A,1515025.0,A,1631867.0,A,1549736.0,A,1675509.0,A,1815874.0,A,1783454.0,A,1790584.0,A,1834227.0,A,1685515.0,A,1897055.0,A,2113415.0,A,2345457.0,A,2262150.0,A,2567754.0,A,2559749.0,A,2001119.0,A,1998842.0,A
17954,5000,World,1137,"Meat indigenous, camel",5510,Production,tonnes,135957.0,A,139777.0,A,156328.0,A,142788.0,A,150542.0,A,169331.0,A,170804.0,A,169049.0,A,167152.0,A,167822.0,A,173542.0,A,169724.0,A,171537.0,A,186519.0,A,181959.0,A,181480.0,A,182788.0,A,173760.0,A,179852.0,A,187681.0,A,180323.0,A,194914.0,A,200231.0,A,213660.0,A,213609.0,A,206621.0,A,201283.0,A,213130.0,A,234716.0,A,251653.0,A,259605.0,A,264374.0,A,250606.0,A,263629.0,A,273701.0,A,299370.0,A,307247.0,A,333796.0,A,318107.0,A,342269.0,A,368552.0,A,358463.0,A,361700.0,A,372231.0,A,336079.0,A,382108.0,A,438382.0,A,495546.0,A,467667.0,A,524328.0,A,519179.0,A,529972.0,A,530474.0,A
17955,5000,World,944,"Meat indigenous, cattle",5322,Production,Head,172929916.0,A,184249777.0,A,193681194.0,A,191736098.0,A,191603959.0,A,196510926.0,A,204512219.0,A,210866048.0,A,211414911.0,A,210455400.0,A,204135975.0,A,203809381.0,A,203680184.0,A,216957900.0,A,233464382.0,A,243508927.0,A,243797618.0,A,245603276.0,A,237220673.0,A,235365103.0,A,237449685.0,A,238997489.0,A,240894633.0,A,246482989.0,A,246612624.0,A,253696927.0,A,251025842.0,A,250111220.0,A,250020114.0,A,254082412.0,A,256074515.0,A,254066763.0,A,254763233.0,A,257822186.0,A,259933820.0,A,261190552.0,A,268377501.0,A,269245608.0,A,271011606.0,A,272392865.0,A,268262691.0,A,272908081.0,A,278585178.0,A,281454790.0,A,284160712.0,A,288260188.0,A,292766177.0,A,294763649.0,A,295836985.0,A,296508510.0,A,295080639.0,A,291416771.0,A,294129461.0,A
17957,5000,World,944,"Meat indigenous, cattle",5510,Production,tonnes,27695830.0,A,29143796.0,A,30739548.0,A,31144060.0,A,31775297.0,A,33502126.0,A,35232867.0,A,36882618.0,A,37872107.0,A,38221217.0,A,37843975.0,A,38333413.0,A,38578982.0,A,41692204.0,A,43757787.0,A,46014567.0,A,46342636.0,A,46929101.0,A,45584451.0,A,45501311.0,A,45721724.0,A,45801765.0,A,47048494.0,A,48358710.0,A,49153655.0,A,50930574.0,A,50854205.0,A,51242229.0,A,51508077.0,A,53150941.0,A,53769711.0,A,53008799.0,A,52505120.0,A,52969169.0,A,53486322.0,A,54412866.0,A,54972680.0,A,54576199.0,A,55642189.0,A,56239848.0,A,55319751.0,A,56769339.0,A,57200170.0,A,57990490.0,A,59282213.0,A,60920339.0,A,62063389.0,A,62250070.0,A,62354479.0,A,63075060.0,A,62758177.0,A,62259710.0,A,63361528.0,A
17958,5000,World,1094,"Meat indigenous, chicken",5323,Production,1000 Head,6614521.0,A,6875991.0,A,7246265.0,A,7513176.0,A,8160493.0,A,8305701.0,A,9184662.0,A,9504301.0,A,10176557.0,A,11049160.0,A,11417920.0,A,12197482.0,A,12733862.0,A,13222977.0,A,13409102.0,A,14315100.0,A,15229322.0,A,16259833.0,A,17491440.0,A,18440660.0,A,19437570.0,A,20095493.0,A,20531752.0,A,20886854.0,A,21807883.0,A,22900125.0,A,24551271.0,A,25495711.0,A,25868933.0,A,27216668.0,A,28304634.0,A,29270565.0,A,30728460.0,A,32031252.0,A,34266733.0,A,35196575.0,A,36433921.0,A,37177450.0,A,39057952.0,A,40634623.0,A,42168615.0,A,43728375.0,A,44512976.0,A,45344357.0,A,47493800.0,A,48252839.0,A,51111657.0,A,53677112.0,A,55614099.0,A,56711842.0,A,58420790.0,A,59928224.0,A,61254186.0,A
17960,5000,World,1094,"Meat indigenous, chicken",5510,Production,tonnes,7531790.0,A,7846920.0,A,8337377.0,A,8631131.0,A,9365223.0,A,9943187.0,A,10499199.0,A,10947273.0,A,11883361.0,A,13066149.0,A,13576724.0,A,14572283.0,A,15229178.0,A,15855503.0,A,16326386.0,A,17416922.0,A,18465404.0,A,19932194.0,A,21570549.0,A,22786668.0,A,24159195.0,A,25009902.0,A,25542976.0,A,26038383.0,A,27293194.0,A,28938279.0,A,31125165.0,A,32587589.0,A,33367784.0,A,35326068.0,A,37172076.0,A,38841559.0,A,41120298.0,A,43508539.0,A,46351994.0,A,47569132.0,A,50502707.0,A,52795152.0,A,55515636.0,A,58666290.0,A,60938445.0,A,63586395.0,A,65288637.0,A,67890074.0,A,70258554.0,A,72352628.0,A,76357483.0,A,80713577.0,A,83425684.0,A,87391540.0,A,90594135.0,A,93308529.0,A,96337658.0,A
17961,5000,World,1070,"Meat indigenous, duck",5323,Production,1000 Head,226715.0,A,235198.0,A,250610.0,A,258950.0,A,272839.0,A,283831.0,A,293367.0,A,304537.0,A,315291.0,A,336649.0,A,350896.0,A,356822.0,A,372425.0,A,385063.0,A,378939.0,A,394640.0,A,410364.0,A,435737.0,A,475538.0,A,475993.0,A,496319.0,A,517425.0,A,539461.0,A,557151.0,A,578515.0,A,628918.0,A,684636.0,A,728233.0,A,746518.0,A,801936.0,A,908658.0,A,989231.0,A,1160751.0,A,1274108.0,A,1431222.0,A,1496432.0,A,1608370.0,A,1729811.0,A,2031958.0,A,1969273.0,A,2021416.0,A,1993098.0,A,2062240.0,A,2098983.0,A,2270582.0,A,2255637.0,A,2422710.0,A,2567298.0,A,2590201.0,A,2678262.0,A,2781490.0,A,2922238.0,A,2885610.0,A
17963,5000,World,1070,"Meat indigenous, duck",5510,Production,tonnes,335924.0,A,346047.0,A,366767.0,A,381958.0,A,402148.0,A,417097.0,A,433902.0,A,451239.0,A,466103.0,A,500875.0,A,521847.0,A,529067.0,A,557920.0,A,577753.0,A,568290.0,A,588280.0,A,614195.0,A,653471.0,A,707997.0,A,707221.0,A,739609.0,A,776297.0,A,813737.0,A,836341.0,A,869395.0,A,956442.0,A,1048292.0,A,1110512.0,A,1152425.0,A,1222363.0,A,1326449.0,A,1476693.0,A,1718945.0,A,1882755.0,A,2100645.0,A,2173390.0,A,2379798.0,A,2545356.0,A,2847517.0,A,2896020.0,A,2972981.0,A,2947395.0,A,3012797.0,A,3091842.0,A,3327722.0,A,3404708.0,A,3608383.0,A,3800584.0,A,3903224.0,A,4031386.0,A,4183474.0,A,4333604.0,A,4367273.0,A
17964,5000,World,1077,"Meat indigenous, geese",5323,Production,1000 Head,44488.0,A,46795.0,A,46957.0,A,49960.0,A,54319.0,A,56055.0,A,60017.0,A,64515.0,A,63130.0,A,67737.0,A,74617.0,A,69590.0,A,71108.0,A,70979.0,A,74559.0,A,73429.0,A,75473.0,A,80581.0,A,82457.0,A,83487.0,A,86091.0,A,90137.0,A,93818.0,A,95692.0,A,95369.0,A,110496.0,A,121702.0,A,154695.0,A,160694.0,A,182317.0,A,217338.0,A,221048.0,A,251542.0,A,273455.0,A,376778.0,A,381978.0,A,415645.0,A,451180.0,A,466691.0,A,474186.0,A,472618.0,A,460993.0,A,477563.0,A,485926.0,A,521862.0,A,516819.0,A,566892.0,A,582256.0,A,616580.0,A,629532.0,A,648791.0,A,690385.0,A,680142.0,A
17966,5000,World,1077,"Meat indigenous, geese",5510,Production,tonnes,149760.0,A,156708.0,A,157749.0,A,167636.0,A,181527.0,A,187320.0,A,200153.0,A,215106.0,A,210666.0,A,226252.0,A,247962.0,A,233959.0,A,239409.0,A,238594.0,A,249433.0,A,248547.0,A,254671.0,A,271622.0,A,278624.0,A,282597.0,A,291108.0,A,305370.0,A,321587.0,A,327740.0,A,325174.0,A,381733.0,A,418791.0,A,535501.0,A,555613.0,A,616703.0,A,773123.0,A,865915.0,A,988834.0,A,1074693.0,A,1486050.0,A,1508271.0,A,1642537.0,A,1785913.0,A,1846866.0,A,1881693.0,A,1874487.0,A,1826197.0,A,1894973.0,A,1930129.0,A,2062855.0,A,2059420.0,A,2244010.0,A,2275622.0,A,2362577.0,A,2438959.0,A,2520169.0,A,2669586.0,A,2698322.0,A
17967,5000,World,1032,"Meat indigenous, goat",5322,Production,Head,102845082.0,A,104852675.0,A,105554689.0,A,107082108.0,A,109502467.0,A,111680281.0,A,113141632.0,A,114958788.0,A,117596064.0,A,119005206.0,A,122412711.0,A,125727396.0,A,128484748.0,A,131759813.0,A,136821900.0,A,138467216.0,A,142505177.0,A,148996000.0,A,152970708.0,A,157458759.0,A,162684260.0,A,164625917.0,A,170891887.0,A,175075386.0,A,181457853.0,A,186539840.0,A,202058110.0,A,207546301.0,A,218614013.0,A,227690194.0,A,233522056.0,A,242062701.0,A,245741476.0,A,253820948.0,A,271410947.0,A,264503933.0,A,281631814.0,A,298314304.0,A,315078489.0,A,318498022.0,A,320283770.0,A,324494153.0,A,343136801.0,A,368772090.0,A,383376994.0,A,385221985.0,A,391620894.0,A,401428543.0,A,412647019.0,A,424376730.0,A,424777268.0,A,411266279.0,A,418642080.0,A
17969,5000,World,1032,"Meat indigenous, goat",5510,Production,tonnes,1101831.0,A,1131035.0,A,1131046.0,A,1148462.0,A,1181381.0,A,1211115.0,A,1228230.0,A,1249637.0,A,1280139.0,A,1297793.0,A,1333021.0,A,1363829.0,A,1385520.0,A,1432043.0,A,1496901.0,A,1509954.0,A,1551252.0,A,1635182.0,A,1666061.0,A,1707800.0,A,1771485.0,A,1844088.0,A,1931963.0,A,1989426.0,A,2047556.0,A,2129687.0,A,2310947.0,A,2409242.0,A,2548697.0,A,2655389.0,A,2749293.0,A,2861346.0,A,2963123.0,A,3072246.0,A,3318653.0,A,3167848.0,A,3372174.0,A,3600631.0,A,3712200.0,A,3743091.0,A,3775014.0,A,3818279.0,A,4067642.0,A,4378420.0,A,4635425.0,A,4573426.0,A,4727977.0,A,4880491.0,A,4997666.0,A,5139334.0,A,5167936.0,A,5298182.0,A,5368583.0,A
17970,5000,World,1120,"Meat indigenous, horse",5322,Production,Head,3113437.0,A,3045507.0,A,3002878.0,A,3129391.0,A,3038720.0,A,2978821.0,A,2940694.0,A,3068748.0,A,3074545.0,A,3100225.0,A,3015240.0,A,3037447.0,A,3128233.0,A,2859576.0,A,2939912.0,A,3166277.0,A,3160978.0,A,3263956.0,A,3102655.0,A,2916154.0,A,2896427.0,A,2683718.0,A,2661697.0,A,2744365.0,A,2743750.0,A,2698480.0,A,2747898.0,A,2762297.0,A,2795469.0,A,2840784.0,A,2919720.0,A,4049891.0,A,3778707.0,A,4211657.0,A,4365037.0,A,4822035.0,A,4749168.0,A,4658188.0,A,4762563.0,A,4795029.0,A,4995439.0,A,4795736.0,A,4941256.0,A,4917217.0,A,4891448.0,A,4856691.0,A,4761536.0,A,4747051.0,A,4753748.0,A,4660961.0,A,4755067.0,A,4914195.0,A,4906428.0,A
17972,5000,World,1120,"Meat indigenous, horse",5510,Production,tonnes,551131.0,A,523898.0,A,522442.0,A,543508.0,A,532431.0,A,501815.0,A,491290.0,A,503433.0,A,508328.0,A,523633.0,A,512113.0,A,495761.0,A,497716.0,A,468268.0,A,494689.0,A,529627.0,A,551408.0,A,578562.0,A,538930.0,A,511874.0,A,501500.0,A,458593.0,A,465728.0,A,482944.0,A,481413.0,A,483352.0,A,500925.0,A,497576.0,A,495992.0,A,499307.0,A,499547.0,A,684068.0,A,644386.0,A,684631.0,A,685289.0,A,746853.0,A,750438.0,A,738712.0,A,759719.0,A,758475.0,A,787055.0,A,754600.0,A,778601.0,A,765998.0,A,767852.0,A,754915.0,A,732389.0,A,744244.0,A,745351.0,A,742695.0,A,757787.0,A,782528.0,A,785185.0,A
17973,5000,World,1124,"Meat indigenous, mule",5322,Production,Head,69815.0,A,85315.0,A,103611.0,A,131628.0,A,128748.0,A,100355.0,A,85171.0,A,88700.0,A,87589.0,A,96426.0,A,110495.0,A,114446.0,A,112204.0,A,114296.0,A,117763.0,A,123682.0,A,121370.0,A,132295.0,A,138746.0,A,150976.0,A,159846.0,A,165965.0,A,175217.0,A,181772.0,A,196036.0,A,210230.0,A,234917.0,A,244682.0,A,256403.0,A,265365.0,A,270134.0,A,284611.0,A,294485.0,A,459784.0,A,515557.0,A,619592.0,A,589508.0,A,738987.0,A,595700.0,A,657553.0,A,675616.0,A,659600.0,A,658849.0,A,637455.0,A,605703.0,A,616088.0,A,583600.0,A,546597.0,A,570600.0,A,544662.0,A,526597.0,A,523597.0,A,523597.0,A
17975,5000,World,1124,"Meat indigenous, mule",5510,Production,tonnes,9469.0,A,11826.0,A,14380.0,A,18305.0,A,17494.0,A,14158.0,A,11313.0,A,11641.0,A,10853.0,A,12066.0,A,13847.0,A,14533.0,A,13761.0,A,13504.0,A,13522.0,A,14118.0,A,13802.0,A,14890.0,A,15204.0,A,16648.0,A,17394.0,A,17696.0,A,18374.0,A,18894.0,A,20182.0,A,21417.0,A,23936.0,A,24884.0,A,25963.0,A,26902.0,A,27412.0,A,28852.0,A,29797.0,A,46335.0,A,51920.0,A,62234.0,A,59306.0,A,74218.0,A,59850.0,A,66102.0,A,67870.0,A,66286.0,A,66260.0,A,64073.0,A,60918.0,A,61956.0,A,58733.0,A,55038.0,A,57390.0,A,54812.0,A,52999.0,A,52699.0,A,52699.0,A
17976,5000,World,1161,"Meat indigenous, other camelids",5322,Production,Head,753678.0,A,841360.0,A,688359.0,A,789810.0,A,482830.0,A,480280.0,A,468180.0,A,484330.0,A,507610.0,A,541160.0,A,502029.0,A,478398.0,A,471336.0,A,483468.0,A,470423.0,A,466867.0,A,466624.0,A,468161.0,A,463721.0,A,440770.0,A,445991.0,A,444863.0,A,552562.0,A,434011.0,A,415103.0,A,407314.0,A,407961.0,A,422350.0,A,433100.0,A,473225.0,A,417120.0,A,461000.0,A,431000.0,A,460360.0,A,427941.0,A,415876.0,A,437454.0,A,455353.0,A,479221.0,A,494737.0,A,492230.0,A,532691.0,A,533000.0,A,540000.0,A,536983.0,A,546199.0,A,548573.0,A,578682.0,A,620336.0,A,616795.0,A,655712.0,A,675000.0,A,675203.0,A
17978,5000,World,1161,"Meat indigenous, other camelids",5510,Production,tonnes,26704.0,A,29848.0,A,24330.0,A,27970.0,A,16908.0,A,16805.0,A,16358.0,A,16929.0,A,17816.0,A,18954.0,A,17533.0,A,16670.0,A,16394.0,A,16820.0,A,16338.0,A,16197.0,A,16174.0,A,16215.0,A,16041.0,A,15309.0,A,15523.0,A,15452.0,A,18409.0,A,14748.0,A,14210.0,A,13976.0,A,14000.0,A,14619.0,A,15181.0,A,15182.0,A,13944.0,A,14278.0,A,13430.0,A,13415.0,A,12513.0,A,12300.0,A,12610.0,A,13236.0,A,13725.0,A,14218.0,A,14282.0,A,15145.0,A,15222.0,A,16174.0,A,15643.0,A,15816.0,A,16428.0,A,17464.0,A,17554.0,A,17560.0,A,18758.0,A,19474.0,A,19480.0,A
17979,5000,World,1055,"Meat indigenous, pig",5322,Production,Head,376406722.0,A,400777756.0,A,438331900.0,A,453710264.0,A,491802922.0,A,507111882.0,A,525647325.0,A,528996586.0,A,518403422.0,A,537474917.0,A,595068213.0,A,617915387.0,A,614937393.0,A,630926720.0,A,627355191.0,A,621684087.0,A,643694347.0,A,664925285.0,A,721597752.0,A,756763662.0,A,748808536.0,A,744494461.0,A,770201971.0,A,790665952.0,A,814838842.0,A,835878306.0,A,855463289.0,A,884113622.0,A,901164267.0,A,916324714.0,A,927474018.0,A,947987239.0,A,967722397.0,A,994642054.0,A,1005485719.0,A,1003759031.0,A,1003305581.0,A,1059479342.0,A,1093506934.0,A,1103796312.0,A,1105381223.0,A,1135463036.0,A,1176551788.0,A,1190489079.0,A,1215227379.0,A,1235251542.0,A,1267856471.0,A,1304596591.0,A,1327421858.0,A,1392051762.0,A,1394361630.0,A,1432796825.0,A,1453432541.0,A
17981,5000,World,1055,"Meat indigenous, pig",5510,Production,tonnes,24760707.0,A,26079815.0,A,27819596.0,A,28684001.0,A,31279297.0,A,32387234.0,A,33847027.0,A,34405489.0,A,34151071.0,A,35825806.0,A,39441593.0,A,40626101.0,A,40468435.0,A,42412383.0,A,41652862.0,A,40748399.0,A,42924601.0,A,45682811.0,A,50029300.0,A,52657665.0,A,53060008.0,A,53272815.0,A,55545314.0,A,58424822.0,A,60054862.0,A,60837461.0,A,63727269.0,A,67060870.0,A,68084574.0,A,69961242.0,A,71175560.0,A,72582896.0,A,74069539.0,A,76289904.0,A,77293291.0,A,77725613.0,A,78434659.0,A,83250958.0,A,84755294.0,A,86266628.0,A,86623473.0,A,89184687.0,A,92694955.0,A,93127319.0,A,95517179.0,A,97492614.0,A,100280476.0,A,103040505.0,A,104706835.0,A,107436186.0,A,107397247.0,A,110620301.0,A,112333009.0,A
17982,5000,World,1144,"Meat indigenous, rabbit",5323,Production,1000 Head,271341.0,A,270889.0,A,274451.0,A,276611.0,A,280951.0,A,290001.0,A,298336.0,A,311996.0,A,324398.0,A,333325.0,A,363237.0,A,384688.0,A,401627.0,A,428932.0,A,446367.0,A,469094.0,A,496970.0,A,498214.0,A,504487.0,A,496560.0,A,493035.0,A,497246.0,A,509316.0,A,512971.0,A,523011.0,A,534768.0,A,563189.0,A,575221.0,A,538024.0,A,628836.0,A,639522.0,A,675315.0,A,700755.0,A,729165.0,A,756944.0,A,811600.0,A,793343.0,A,817860.0,A,812640.0,A,885275.0,A,951413.0,A,976415.0,A,979070.0,A,972594.0,A,1030070.0,A,1107591.0,A,1250203.0,A,1062104.0,A,1085242.0,A,1130507.0,A,1159872.0,A,1179693.0,A,1178445.0,A
17984,5000,World,1144,"Meat indigenous, rabbit",5510,Production,tonnes,396115.0,A,394154.0,A,401504.0,A,403438.0,A,408788.0,A,421320.0,A,435303.0,A,456596.0,A,477661.0,A,490702.0,A,537663.0,A,571760.0,A,597736.0,A,639857.0,A,667064.0,A,686803.0,A,707804.0,A,729909.0,A,735894.0,A,725145.0,A,721439.0,A,727436.0,A,733157.0,A,739634.0,A,752900.0,A,773367.0,A,814390.0,A,831191.0,A,777414.0,A,935834.0,A,946196.0,A,987809.0,A,1021966.0,A,1055698.0,A,1097544.0,A,1175164.0,A,1152925.0,A,1185977.0,A,1173572.0,A,1274290.0,A,1372160.0,A,1415915.0,A,1406709.0,A,1396410.0,A,1468549.0,A,1598924.0,A,1862809.0,A,1549656.0,A,1607482.0,A,1684729.0,A,1752395.0,A,1785146.0,A,1739780.0,A
17985,5000,World,1154,"Meat indigenous, rodents",5323,Production,1000 Head,79118.0,A,79763.0,A,80417.0,A,80615.0,A,80998.0,A,80184.0,A,79740.0,A,79544.0,A,79786.0,A,79817.0,A,80128.0,A,79467.0,A,80031.0,A,81657.0,A,81726.0,A,81786.0,A,81738.0,A,81795.0,A,81840.0,A,81803.0,A,81850.0,A,81898.0,A,81925.0,A,81965.0,A,81965.0,A,82345.0,A,82645.0,A,83145.0,A,83720.0,A,84120.0,A,84520.0,A,84720.0,A,84720.0,A,84720.0,A,84720.0,A,84720.0,A,84720.0,A,72600.0,A,60900.0,A,62770.0,A,63000.0,A,63500.0,A,64900.0,A,65500.0,A,67000.0,A,67000.0,A,67500.0,A,69000.0,A,69800.0,A,70000.0,A,70000.0,A,70371.0,A,70371.0,A
17987,5000,World,1154,"Meat indigenous, rodents",5510,Production,tonnes,20690.0,A,20853.0,A,21018.0,A,21068.0,A,21155.0,A,20949.0,A,20837.0,A,20788.0,A,20844.0,A,20852.0,A,20931.0,A,20764.0,A,20901.0,A,21312.0,A,21329.0,A,21344.0,A,21328.0,A,21342.0,A,21353.0,A,21339.0,A,21351.0,A,21363.0,A,21370.0,A,21380.0,A,21380.0,A,21490.0,A,21580.0,A,21730.0,A,21899.0,A,22019.0,A,22120.0,A,22180.0,A,22180.0,A,22180.0,A,22180.0,A,22180.0,A,22180.0,A,19120.0,A,16185.0,A,16657.0,A,16715.0,A,16841.0,A,17219.0,A,17370.0,A,17749.0,A,17749.0,A,17875.0,A,18254.0,A,18456.0,A,18506.0,A,18506.0,A,18600.0,A,18600.0,A
17988,5000,World,1012,"Meat indigenous, sheep",5322,Production,Head,331108355.0,A,341416289.0,A,344489280.0,A,345996435.0,A,342318229.0,A,353356324.0,A,355074022.0,A,362244219.0,A,359906635.0,A,368471934.0,A,372828366.0,A,372048044.0,A,363039760.0,A,348773826.0,A,365280769.0,A,358799824.0,A,360335955.0,A,369488587.0,A,364340819.0,A,389033187.0,A,405561169.0,A,408458529.0,A,420465478.0,A,419673653.0,A,427298012.0,A,424971193.0,A,437452612.0,A,446746364.0,A,462002461.0,A,468533024.0,A,475671790.0,A,470054628.0,A,468890007.0,A,477915281.0,A,485194416.0,A,466852710.0,A,471310019.0,A,477235972.0,A,481938592.0,A,495258919.0,A,492829306.0,A,499040222.0,A,502432634.0,A,502379729.0,A,516364197.0,A,531739238.0,A,541597382.0,A,536084057.0,A,528526564.0,A,522234774.0,A,522199920.0,A,498669246.0,A,508109239.0,A
