,Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F
19012,5203,Northern America,1070,"Meat indigenous, duck",5323,Production,1000 Head,10535.0,A,10283.0,A,11309.0,A,11755.0,A,11531.0,A,11589.0,A,12323.0,A,12312.0,A,11732.0,A,11731.0,A,12437.0,A,12730.0,A,12516.0,A,13159.0,A,13224.0,A,15162.0,A,15390.0,A,17095.0,A,18344.0,A,18883.0,A,20623.0,A,22034.0,A,22716.0,A,22552.0,A,24098.0,A,25576.0,A,25866.0,A,27158.0,A,24288.0,A,23425.0,A,22376.0,A,19475.0,A,20834.0,A,20118.0,A,20304.0,A,25479.0,A,27557.0,A,28177.0,A,28243.0,A,29064.0,A,32600.0,A,28713.0,A,28859.0,A,32008.0,A,32982.0,A,33163.0,A,31909.0,A,29648.0,A,28149.0,A,28720.0,A,29929.0,A,30321.0,A,30313.0,A,,,,,,,,
19014,5203,Northern America,1070,"Meat indigenous, duck",5510,Production,tonnes,21260.0,A,21223.0,A,23346.0,A,24391.0,A,24204.0,A,23631.0,A,24743.0,A,24789.0,A,23523.0,A,23592.0,A,23623.0,A,24501.0,A,25552.0,A,26796.0,A,26538.0,A,30669.0,A,30580.0,A,33661.0,A,37919.0,A,37446.0,A,41190.0,A,44693.0,A,45386.0,A,45702.0,A,49639.0,A,53385.0,A,53682.0,A,57136.0,A,50963.0,A,49252.0,A,47479.0,A,41823.0,A,45165.0,A,43542.0,A,43759.0,A,54668.0,A,56534.0,A,57250.0,A,56480.0,A,60080.0,A,64020.0,A,60340.0,A,59767.0,A,90879.0,A,95306.0,A,95967.0,A,69444.0,A,64367.0,A,61203.0,A,63034.0,A,65637.0,A,66040.0,A,67460.0,A,,,,,,,,
19015,5203,Northern America,1077,"Meat indigenous, geese",5323,Production,1000 Head,296.0,A,285.0,A,305.0,A,337.0,A,349.0,A,364.0,A,376.0,A,364.0,A,333.0,A,371.0,A,409.0,A,416.0,A,443.0,A,382.0,A,217.0,A,326.0,A,131.0,A,180.0,A,183.0,A,244.0,A,280.0,A,285.0,A,300.0,A,388.0,A,308.0,A,308.0,A,416.0,A,460.0,A,343.0,A,313.0,A,173.0,A,130.0,A,140.0,A,150.0,A,170.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,200.0,A,217.0,A,232.0,A,,,,,,,,
19017,5203,Northern America,1077,"Meat indigenous, geese",5510,Production,tonnes,1187.0,A,1182.0,A,1229.0,A,1332.0,A,1447.0,A,1654.0,A,1697.0,A,1680.0,A,1539.0,A,1661.0,A,1766.0,A,1812.0,A,1950.0,A,1681.0,A,890.0,A,1337.0,A,538.0,A,740.0,A,749.0,A,1000.0,A,1150.0,A,1170.0,A,1230.0,A,1600.0,A,1300.0,A,1300.0,A,1916.0,A,2133.0,A,1710.0,A,1571.0,A,854.0,A,660.0,A,700.0,A,750.0,A,850.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,1000.0,A,1085.0,A,1160.0,A,,,,,,,,
19018,5203,Northern America,1032,"Meat indigenous, goat",5322,Production,Head,120.0,A,120.0,A,120.0,A,120.0,A,110.0,A,100.0,A,120.0,A,130.0,A,90.0,A,65.0,A,70.0,A,50.0,A,90.0,A,120.0,A,90.0,A,100.0,A,150.0,A,160.0,A,170.0,A,190.0,A,200.0,A,200.0,A,210.0,A,210.0,A,220.0,A,230.0,A,230.0,A,230.0,A,250.0,A,255.0,A,260.0,A,240.0,A,230.0,A,210.0,A,210.0,A,130.0,A,130.0,A,130.0,A,130.0,A,130.0,A,130.0,A,130.0,A,130.0,A,130.0,A,130.0,A,135.0,A,135.0,A,157.0,A,157.0,A,157.0,A,157.0,A,157.0,A,157.0,A,,,,,,,,
19020,5203,Northern America,1032,"Meat indigenous, goat",5510,Production,tonnes,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,2.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,,,,,,,,
19021,5203,Northern America,1120,"Meat indigenous, horse",5322,Production,Head,115800.0,A,86472.0,A,75718.0,A,65634.0,A,89259.0,A,94787.0,A,95326.0,A,110839.0,A,94975.0,A,123112.0,A,94718.0,A,112690.0,A,259516.0,A,281040.0,A,297047.0,A,349196.0,A,411833.0,A,429433.0,A,361302.0,A,371748.0,A,306372.0,A,195747.0,A,143344.0,A,150208.0,A,187074.0,A,277456.0,A,362305.0,A,438350.0,A,445393.0,A,487602.0,A,443473.0,A,377311.0,A,288643.0,A,234563.0,A,195003.0,A,179723.0,A,207936.0,A,188866.0,A,234637.0,A,229800.0,A,298011.0,A,221351.0,A,273601.0,A,187124.0,A,227406.0,A,211291.0,A,240712.0,A,329671.0,A,312545.0,A,328619.0,A,349961.0,A,362681.0,A,362681.0,A,,,,,,,,
19023,5203,Northern America,1120,"Meat indigenous, horse",5510,Production,tonnes,28101.0,A,21326.0,A,18667.0,A,16183.0,A,22097.0,A,23328.0,A,23487.0,A,27312.0,A,23375.0,A,30408.0,A,23299.0,A,27850.0,A,64617.0,A,70144.0,A,74059.0,A,87030.0,A,102532.0,A,106922.0,A,89647.0,A,92204.0,A,75812.0,A,48208.0,A,34879.0,A,36507.0,A,43612.0,A,66138.0,A,86890.0,A,104855.0,A,108122.0,A,118768.0,A,107726.0,A,91613.0,A,69424.0,A,55933.0,A,45845.0,A,42159.0,A,48045.0,A,43203.0,A,54912.0,A,55935.0,A,68178.0,A,51715.0,A,63483.0,A,44176.0,A,52219.0,A,49164.0,A,57904.0,A,80032.0,A,76151.0,A,81652.0,A,86930.0,A,87684.0,A,87684.0,A,,,,,,,,
19024,5203,Northern America,1055,"Meat indigenous, pig",5322,Production,Head,89593192.0,A,91128045.0,A,94744184.0,A,94598275.0,A,84403373.0,A,83290374.0,A,92701165.0,A,95621883.0,A,93623195.0,A,97446440.0,A,107028673.0,A,96874144.0,A,88565966.0,A,93799479.0,A,79061049.0,A,83944749.0,A,87495653.0,A,88338401.0,A,102179134.0,A,111159194.0,A,106188774.0,A,96352339.0,A,101840845.0,A,99568951.0,A,99335622.0,A,94370408.0,A,96146463.0,A,103696767.0,A,104672929.0,A,100173308.0,A,103204365.0,A,110459041.0,A,108310944.0,A,111299586.0,A,112109356.0,A,107626281.0,A,107400396.0,A,118192025.0,A,120786575.0,A,117853121.0,A,118852405.0,A,122710138.0,A,123659320.0,A,126630472.0,A,129394720.0,A,126812011.0,A,129570891.0,A,138369880.0,A,135570348.0,A,131698004.0,A,132277373.0,A,134444385.0,A,132984984.0,A,,,,,,,,
19026,5203,Northern America,1055,"Meat indigenous, pig",5510,Production,tonnes,5708940.0,A,5904600.0,A,6173740.0,A,6250660.0,A,5601660.0,A,5699780.0,A,6361760.0,A,6570690.0,A,6492270.0,A,6843570.0,A,7523870.0,A,6961280.0,A,6548500.0,A,7024347.0,A,5871271.0,A,6275103.0,A,6656960.0,A,6815621.0,A,7893204.0,A,8569646.0,A,8216101.0,A,7463711.0,A,7927612.0,A,7765273.0,A,7798193.0,A,7473675.0,A,7641148.0,A,8300543.0,A,8363000.0,A,8089130.0,A,8369964.0,A,9032138.0,A,8946375.0,A,9265271.0,A,9372346.0,A,8985028.0,A,9085527.0,A,10122553.0,A,10466587.0,A,10388790.0,A,10612319.0,A,11039231.0,A,11260772.0,A,11524184.0,A,11577993.0,A,11739308.0,A,12202311.0,A,12876174.0,A,12443811.0,A,12132470.0,A,12327690.0,A,12464092.0,A,12403702.0,A,,,,,,,,
19027,5203,Northern America,1012,"Meat indigenous, sheep",5322,Production,Head,18332362.0,A,17946477.0,A,16873712.0,A,15591709.0,A,13902077.0,A,13547960.0,A,13647254.0,A,12638226.0,A,11412769.0,A,11295438.0,A,11565932.0,A,11073865.0,A,10408120.0,A,9717586.0,A,8741364.0,A,7442842.0,A,7017667.0,A,5915954.0,A,5553735.0,A,6141290.0,A,6761910.0,A,7317107.0,A,7428864.0,A,7651385.0,A,7057699.0,A,6273864.0,A,5736554.0,A,5958102.0,A,6203709.0,A,6682585.0,A,7139656.0,A,6991481.0,A,6674156.0,A,6318476.0,A,5410084.0,A,5081086.0,A,5870683.0,A,5030516.0,A,4773801.0,A,4537961.0,A,4367605.0,A,4469494.0,A,3964095.0,A,3786269.0,A,3664933.0,A,3659373.0,A,3389086.0,A,3537771.0,A,3494268.0,A,3411488.0,A,3039994.0,A,3054496.0,A,3219396.0,A,,,,,,,,
19029,5203,Northern America,1012,"Meat indigenous, sheep",5510,Production,tonnes,391990.0,A,382099.0,A,362884.0,A,337916.0,A,307342.0,A,305791.0,A,305861.0,A,282786.0,A,259011.0,A,260326.0,A,264182.0,A,257484.0,A,246016.0,A,224537.0,A,200521.0,A,179442.0,A,169120.0,A,148214.0,A,140795.0,A,152441.0,A,164832.0,A,179872.0,A,183763.0,A,188436.0,A,178761.0,A,164159.0,A,151593.0,A,164413.0,A,171685.0,A,186920.0,A,197693.0,A,192965.0,A,188274.0,A,172238.0,A,147990.0,A,140745.0,A,169600.0,A,146323.0,A,137777.0,A,130751.0,A,128023.0,A,129355.0,A,114331.0,A,111560.0,A,105448.0,A,104542.0,A,103065.0,A,102660.0,A,101226.0,A,96577.0,A,87604.0,A,92039.0,A,86941.0,A,,,,,,,,
19030,5203,Northern America,1087,"Meat indigenous, turkey",5323,Production,1000 Head,105883.0,A,92106.0,A,95410.0,A,101727.0,A,109831.0,A,122244.0,A,133155.0,A,115780.0,A,114435.0,A,125951.0,A,132725.0,A,141382.0,A,144974.0,A,148533.0,A,137685.0,A,153311.0,A,147337.0,A,150978.0,A,167776.0,A,181114.0,A,188410.0,A,182293.0,A,186740.0,A,184332.0,A,198286.0,A,221988.0,A,257187.0,A,258724.0,A,274909.0,A,289499.0,A,299202.0,A,306414.0,A,298973.0,A,303432.0,A,306457.0,A,314983.0,A,311563.0,A,294392.0,A,287212.0,A,291525.0,A,290372.0,A,293043.0,A,290382.0,A,275705.0,A,269473.0,A,279502.0,A,291281.0,A,296641.0,A,269676.0,A,267360.0,A,268625.0,A,274216.0,A,264205.0,A,,,,,,,,
19032,5203,Northern America,1087,"Meat indigenous, turkey",5510,Production,tonnes,743139.0,A,653782.0,A,678687.0,A,733040.0,A,772132.0,A,856176.0,A,943169.0,A,822728.0,A,821362.0,A,887577.0,A,906051.0,A,962089.0,A,969610.0,A,966164.0,A,881730.0,A,1010874.0,A,978319.0,A,999157.0,A,1101582.0,A,1176864.0,A,1247145.0,A,1220330.0,A,1273194.0,A,1278853.0,A,1382563.0,A,1538390.0,A,1796160.0,A,1878560.0,A,2000960.0,A,2177260.0,A,2221690.0,A,2301500.0,A,2305800.0,A,2374300.0,A,2442840.0,A,2595770.0,A,2597150.0,A,2504800.0,A,2513000.0,A,2573300.0,A,2641100.0,A,2705500.0,A,2680300.0,A,2600400.0,A,2637800.0,A,2737000.0,A,2862000.0,A,3003000.0,A,2731000.0,A,2723098.0,A,2769680.0,A,2864640.0,A,2798210.0,A,,,,,,,,
19033,5203,Northern America,867,"Meat, cattle",5320,Producing Animals/Slaughtered,Head,38153928.0,A,38430990.0,A,39003030.0,A,43430130.0,A,45629788.0,A,45442400.0,A,44755512.0,A,45477183.0,A,44665544.0,A,43581203.0,A,43941992.0,A,43373304.0,A,40356436.0,A,44783270.0,A,52071630.0,A,54206574.0,A,53425608.0,A,49036784.0,A,40898896.0,A,40852444.0,A,42402512.0,A,43644136.0,A,44463494.0,A,45487075.0,A,44283016.0,A,45149481.0,A,42496562.0,A,41466948.0,A,39953126.0,A,38631518.0,A,37521210.0,A,37720980.0,A,37778660.0,A,38756060.0,A,40440690.0,A,42081960.0,A,41741860.0,A,40893460.0,A,41578160.0,A,41424060.0,A,40381160.0,A,40806860.0,A,40203660.0,A,38198260.0,A,37785960.0,A,38751825.0,A,39029820.0,A,39341680.0,A,38154580.0,A,39030780.0,A,39133180.0,A,37824486.0,A,37263688.0,A,34685587.0,A,33030384.0,A,34864180.0,A,36497780.0,A
19035,5203,Northern America,867,"Meat, cattle",5510,Production,tonnes,8081148.0,A,8076501.0,A,8588760.0,A,9608739.0,A,9824641.0,A,10219001.0,A,10376471.0,A,10681118.0,A,10734574.0,A,10953592.0,A,11078690.0,A,11271816.0,A,10719358.0,A,11668776.0,A,12359031.0,A,13331848.0,A,12986805.0,A,12344890.0,A,10872532.0,A,10969771.0,A,11366748.0,A,11450209.0,A,11778505.0,A,11917765.0,A,12024825.0,A,12320318.0,A,11837421.0,A,11826417.0,A,11584963.0,A,11365133.0,A,11182056.0,A,11293817.0,A,11331301.0,A,11354349.0,A,11989557.0,A,12457953.0,A,12668371.0,A,12744029.0,A,12948108.0,A,13280048.0,A,13457388.0,A,13187587.0,A,13538187.0,A,13447802.0,A,12650617.0,A,12571581.0,A,13187311.0,A,13334531.0,A,13330714.0,A,13094702.0,A,13110963.0,A,12976017.0,A,12844368.0,A,12798486.0,A,11872515.0,A,12402484.0,A,12787307.0,A
19036,5203,Northern America,1058,"Meat, chicken",5321,Producing Animals/Slaughtered,1000 Head,2396198.0,A,2421267.0,A,2497848.0,A,2576861.0,A,2744408.0,A,2637418.0,A,3124979.0,A,3123497.0,A,3313146.0,A,3480092.0,A,3451932.0,A,3574860.0,A,3502303.0,A,3490910.0,A,3320196.0,A,3684718.0,A,3786605.0,A,3984814.0,A,4353759.0,A,4436381.0,A,4587465.0,A,4575285.0,A,4611927.0,A,4776893.0,A,5074485.0,A,4988752.0,A,5555239.0,A,5743777.0,A,6071657.0,A,6429532.0,A,6724852.0,A,7011259.0,A,7287256.0,A,7726023.0,A,8017157.0,A,8201233.0,A,8420577.0,A,8546718.0,A,8860390.0,A,9020517.0,A,9238881.0,A,9341877.0,A,9300143.0,A,9509085.0,A,9626812.0,A,9591226.0,A,9676414.0,A,9716376.0,A,9297324.0,A,9432598.0,A,9323930.0,A,9221022.0,A,9297500.0,A,9331973.0,A,9505860.0,A,9615291.0,A,9788075.0,A
19038,5203,Northern America,1058,"Meat, chicken",5510,Production,tonnes,2796833.0,A,2812977.0,A,2941581.0,A,3034240.0,A,3235721.0,A,3523043.0,A,3618846.0,A,3638646.0,A,3898297.0,A,4180336.0,A,4181023.0,A,4365501.0,A,4294909.0,A,4319152.0,A,4224663.0,A,4727896.0,A,4850856.0,A,5134699.0,A,5662566.0,A,5800394.0,A,6146365.0,A,6194071.0,A,6314335.0,A,6613908.0,A,6912620.0,A,7244008.0,A,7861721.0,A,8137990.0,A,8682211.0,A,9264767.0,A,9778347.0,A,10384669.0,A,10931314.0,A,11767477.0,A,12294049.0,A,12913363.0,A,13375683.0,A,13701579.0,A,14608164.0,A,14976465.0,A,15368948.0,A,15828789.0,A,16039018.0,A,16650540.0,A,17276425.0,A,17329562.0,A,17658511.0,A,18036287.0,A,17372238.0,A,18021686.0,A,18168542.0,A,18099654.0,A,18477555.0,A,18828653.0,A,19539942.0,A,19887364.0,A,20376702.0,A
19039,5203,Northern America,1069,"Meat, duck",5321,Producing Animals/Slaughtered,1000 Head,10535.0,A,10283.0,A,11309.0,A,11755.0,A,11531.0,A,11589.0,A,12323.0,A,12312.0,A,11732.0,A,11731.0,A,12437.0,A,12730.0,A,12516.0,A,13159.0,A,13224.0,A,15162.0,A,15390.0,A,17095.0,A,18344.0,A,18883.0,A,20623.0,A,22034.0,A,22716.0,A,22552.0,A,24098.0,A,25576.0,A,25866.0,A,26812.0,A,24131.0,A,23415.0,A,22435.0,A,20960.0,A,23263.0,A,22985.0,A,22723.0,A,24102.0,A,25428.0,A,27057.0,A,26918.0,A,28100.0,A,31900.0,A,27598.0,A,27901.0,A,29567.0,A,31490.0,A,31625.0,A,30911.0,A,27799.0,A,26417.0,A,27327.0,A,28272.0,A,28183.0,A,28575.0,A,30677.0,A,32165.0,A,31773.0,A,31173.0,A
19041,5203,Northern America,1069,"Meat, duck",5510,Production,tonnes,21260.0,A,21223.0,A,23346.0,A,24391.0,A,24204.0,A,23631.0,A,24743.0,A,24789.0,A,23523.0,A,23592.0,A,23623.0,A,24501.0,A,25552.0,A,26796.0,A,26538.0,A,30669.0,A,30580.0,A,33661.0,A,37919.0,A,37446.0,A,41190.0,A,44693.0,A,45386.0,A,45702.0,A,49639.0,A,53385.0,A,53682.0,A,56462.0,A,50831.0,A,49320.0,A,47603.0,A,45090.0,A,50491.0,A,49616.0,A,48742.0,A,51876.0,A,54311.0,A,57179.0,A,56405.0,A,60007.0,A,68009.0,A,60406.0,A,61381.0,A,65474.0,A,68405.0,A,68310.0,A,67110.0,A,60248.0,A,57489.0,A,60078.0,A,62086.0,A,61578.0,A,63065.0,A,68201.0,A,71178.0,A,70546.0,A,69919.0,A
19042,5203,Northern America,1163,"Meat, game",5510,Production,tonnes,217000.0,A,202000.0,A,205000.0,A,215000.0,A,217000.0,A,220000.0,A,222000.0,A,224000.0,A,226000.0,A,229000.0,A,231000.0,A,230000.0,A,236000.0,A,238000.0,A,235000.0,A,230000.0,A,230000.0,A,230000.0,A,230000.0,A,220000.0,A,220000.0,A,215000.0,A,215000.0,A,200000.0,A,200000.0,A,200000.0,A,200000.0,A,200000.0,A,200000.0,A,195894.0,A,199930.0,A,206952.0,A,205850.0,A,215568.0,A,220595.0,A,218617.0,A,218978.0,A,228697.0,A,233748.0,A,233833.0,A,231307.0,A,238910.0,A,235904.0,A,228544.0,A,230074.0,A,239357.0,A,245104.0,A,250741.0,A,249561.0,A,248400.0,A,248400.0,A,252625.0,A,254584.0,A,256354.0,A,258000.0,A,259900.0,A,260000.0,A
19043,5203,Northern America,1017,"Meat, goat",5320,Producing Animals/Slaughtered,Head,120.0,A,120.0,A,120.0,A,120.0,A,110.0,A,100.0,A,120.0,A,130.0,A,90.0,A,65.0,A,70.0,A,50.0,A,90.0,A,120.0,A,90.0,A,100.0,A,150.0,A,160.0,A,170.0,A,190.0,A,200.0,A,200.0,A,210.0,A,210.0,A,220.0,A,230.0,A,230.0,A,230.0,A,250.0,A,255.0,A,569717.0,A,617471.0,A,600093.0,A,595050.0,A,556924.0,A,567021.0,A,488201.0,A,410663.0,A,654149.0,A,662788.0,A,685448.0,A,716217.0,A,709601.0,A,707229.0,A,738985.0,A,749535.0,A,827435.0,A,865957.0,A,839157.0,A,779257.0,A,773957.0,A,727556.0,A,689356.0,A,634156.0,A,590857.0,A,577661.0,A,597864.0,A
19045,5203,Northern America,1017,"Meat, goat",5510,Production,tonnes,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,2.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,1.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,2.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,3.0,A,8398.0,A,9102.0,A,8845.0,A,8771.0,A,8209.0,A,8358.0,A,7196.0,A,6053.0,A,9643.0,A,9770.0,A,10104.0,A,10558.0,A,10460.0,A,2.0,A,2.0,A,11049.0,A,12198.0,A,12765.0,A,12370.0,A,11487.0,A,11409.0,A,10725.0,A,10162.0,A,9348.0,A,8710.0,A,8515.0,A,8813.0,A
19046,5203,Northern America,1073,"Meat, goose and guinea fowl",5321,Producing Animals/Slaughtered,1000 Head,296.0,A,285.0,A,305.0,A,337.0,A,349.0,A,364.0,A,376.0,A,364.0,A,333.0,A,371.0,A,409.0,A,416.0,A,443.0,A,382.0,A,217.0,A,326.0,A,131.0,A,180.0,A,183.0,A,244.0,A,280.0,A,285.0,A,300.0,A,388.0,A,308.0,A,308.0,A,416.0,A,460.0,A,343.0,A,313.0,A,173.0,A,130.0,A,140.0,A,150.0,A,170.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,180.0,A,200.0,A,200.0,A,215.0,A,211.0,A,203.0,A,193.0,A,191.0,A
19048,5203,Northern America,1073,"Meat, goose and guinea fowl",5510,Production,tonnes,1187.0,A,1182.0,A,1229.0,A,1332.0,A,1447.0,A,1654.0,A,1697.0,A,1680.0,A,1539.0,A,1661.0,A,1766.0,A,1812.0,A,1950.0,A,1681.0,A,890.0,A,1337.0,A,538.0,A,740.0,A,749.0,A,1000.0,A,1150.0,A,1170.0,A,1230.0,A,1600.0,A,1300.0,A,1300.0,A,1916.0,A,2133.0,A,1710.0,A,1571.0,A,854.0,A,660.0,A,700.0,A,750.0,A,850.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,900.0,A,1000.0,A,1000.0,A,1075.0,A,1053.0,A,1017.0,A,963.0,A,957.0,A
19049,5203,Northern America,1097,"Meat, horse",5320,Producing Animals/Slaughtered,Head,110000.0,A,83000.0,A,74000.0,A,71000.0,A,69000.0,A,95000.0,A,95000.0,A,108000.0,A,98000.0,A,97000.0,A,93000.0,A,111000.0,A,240000.0,A,278000.0,A,330000.0,A,366000.0,A,392000.0,A,402000.0,A,386300.0,A,353600.0,A,294200.0,A,219000.0,A,160000.0,A,178000.0,A,218000.0,A,307000.0,A,400000.0,A,462000.0,A,485300.0,A,478000.0,A,429000.0,A,371000.0,A,284000.0,A,187500.0,A,184000.0,A,172000.0,A,180500.0,A,165000.0,A,192000.0,A,194000.0,A,260000.0,A,208000.0,A,228000.0,A,154183.0,A,182037.0,A,192899.0,A,195500.0,A,258000.0,A,230000.0,A,235000.0,A,236500.0,A,213892.0,A,196228.0,A,195747.0,A,188082.0,A,186523.0,A,184171.0,A
19051,5203,Northern America,1097,"Meat, horse",5510,Production,tonnes,26750.0,A,20500.0,A,18250.0,A,17500.0,A,17000.0,A,23250.0,A,23250.0,A,26500.0,A,24000.0,A,23750.0,A,22750.0,A,27250.0,A,59250.0,A,68750.0,A,81750.0,A,90750.0,A,97250.0,A,99750.0,A,95317.0,A,87180.0,A,71860.0,A,53550.0,A,38750.0,A,43050.0,A,50000.0,A,71750.0,A,94000.0,A,108750.0,A,114875.0,A,113500.0,A,101250.0,A,87750.0,A,66500.0,A,43500.0,A,42750.0,A,40000.0,A,41000.0,A,37250.0,A,44000.0,A,44500.0,A,58175.0,A,48000.0,A,53000.0,A,34550.0,A,41500.0,A,44250.0,A,45000.0,A,57621.0,A,53000.0,A,54100.0,A,55500.0,A,48598.0,A,44551.0,A,44847.0,A,43390.0,A,43145.0,A,42624.0,A
19052,5203,Northern America,1166,"Meat, nes",5510,Production,tonnes,2910.0,A,4365.0,A,3823.0,A,5610.0,A,6230.0,A,9630.0,A,8970.0,A,10020.0,A,8044.0,A,11618.0,A,9844.0,A,9270.0,A,670.0,A,220.0,A,320.0,A,220.0,A,1220.0,A,2520.0,A,1470.0,A,1220.0,A,1020.0,A,2100.0,A,2550.0,A,1800.0,A,1000.0,A,2900.0,A,4000.0,A,1200.0,A,1705.0,A,2500.0,A,4206.0,A,2606.0,A,3206.0,A,3005.0,A,3855.0,A,5654.0,A,6304.0,A,4054.0,A,3703.0,A,1753.0,A,903.0,A,2370.0,A,1402.0,A,3400.0,A,5395.0,A,6200.0,A,2001.0,A,4700.0,A,2700.0,A,2700.0,A,2700.0,A,1949.0,A,2531.0,A,3081.0,A,3167.0,A,3159.0,A,3151.0,A
19053,5203,Northern America,1035,"Meat, pig",5320,Producing Animals/Slaughtered,Head,89560145.0,A,91123035.0,A,94740188.0,A,94581510.0,A,84391345.0,A,83280966.0,A,92689600.0,A,95608431.0,A,93606183.0,A,97404814.0,A,107001454.0,A,96863752.0,A,88548089.0,A,93783942.0,A,79045361.0,A,83935673.0,A,87486058.0,A,88342569.0,A,102171848.0,A,111153880.0,A,106164500.0,A,96305588.0,A,101806468.0,A,99530122.0,A,99392677.0,A,94357589.0,A,96159200.0,A,103576416.0,A,104447228.0,A,100115804.0,A,102769500.0,A,110626000.0,A,108500100.0,A,111381300.0,A,112307700.0,A,107748100.0,A,107510800.0,A,118137600.0,A,120616100.0,A,117791100.0,A,118784500.0,A,122518200.0,A,123487900.0,A,126446400.0,A,126010900.0,A,126632200.0,A,130547600.0,A,138265700.0,A,135539800.0,A,131664500.0,A,132219500.0,A,134530428.0,A,133083230.0,A,127454485.0,A,136861575.0,A,139728933.0,A,143146142.0,A
19055,5203,Northern America,1035,"Meat, pig",5510,Production,tonnes,5708223.0,A,5904188.0,A,6174271.0,A,6256477.0,A,5604218.0,A,5699294.0,A,6361142.0,A,6570072.0,A,6490886.0,A,6835828.0,A,7518249.0,A,6963763.0,A,6547168.0,A,7029058.0,A,5872355.0,A,6274624.0,A,6656582.0,A,6816527.0,A,7897407.0,A,8570200.0,A,8216065.0,A,7460234.0,A,7925293.0,A,7762561.0,A,7803984.0,A,7473084.0,A,7641955.0,A,8295721.0,A,8349250.0,A,8087943.0,A,8353812.0,A,9024557.0,A,8944951.0,A,9256699.0,A,9371572.0,A,8991506.0,A,9092569.0,A,10016921.0,A,10320985.0,A,10236976.0,A,10422483.0,A,10786217.0,A,10937692.0,A,11247520.0,A,11310343.0,A,11458419.0,A,11868688.0,A,12551653.0,A,12391924.0,A,12123946.0,A,12306125.0,A,12558692.0,A,12506067.0,A,12331057.0,A,13184439.0,A,13406254.0,A,13753058.0,A
