,Area Code,Area,Item Code,Item,Element Code,Element,Unit,Y1961,Y1961F,Y1962,Y1962F,Y1963,Y1963F,Y1964,Y1964F,Y1965,Y1965F,Y1966,Y1966F,Y1967,Y1967F,Y1968,Y1968F,Y1969,Y1969F,Y1970,Y1970F,Y1971,Y1971F,Y1972,Y1972F,Y1973,Y1973F,Y1974,Y1974F,Y1975,Y1975F,Y1976,Y1976F,Y1977,Y1977F,Y1978,Y1978F,Y1979,Y1979F,Y1980,Y1980F,Y1981,Y1981F,Y1982,Y1982F,Y1983,Y1983F,Y1984,Y1984F,Y1985,Y1985F,Y1986,Y1986F,Y1987,Y1987F,Y1988,Y1988F,Y1989,Y1989F,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F
20344,5400,Europe,1097,"Meat, horse",5320,Producing Animals/Slaughtered,Head,1302806.0,A,1213218.0,A,1127898.0,A,1119887.0,A,1034297.0,A,938428.0,A,859650.0,A,885305.0,A,940979.0,A,946368.0,A,913339.0,A,874118.0,A,741963.0,A,697673.0,A,754269.0,A,806278.0,A,832350.0,A,818332.0,A,790229.0,A,732153.0,A,664528.0,A,633752.0,A,648769.0,A,673541.0,A,692042.0,A,610498.0,A,580768.0,A,536332.0,A,520235.0,A,501110.0,A,489368.0,A,957988.0,A,939748.0,A,905171.0,A,913337.0,A,925637.0,A,988773.0,A,967222.0,A,902360.0,A,897462.0,A,957324.0,A,847793.0,A,823796.0,A,852117.0,A,768515.0,A,758496.0,A,684046.0,A,668371.0,A,666015.0,A,694722.0,A,664441.0,A,694273.0,A,647831.0,A,622280.0,A,584411.0,A,590682.0,A,565010.0,A
20346,5400,Europe,1097,"Meat, horse",5510,Production,tonnes,304690.0,A,279763.0,A,267202.0,A,268353.0,A,249154.0,A,223230.0,A,201330.0,A,204370.0,A,216564.0,A,214218.0,A,202338.0,A,186831.0,A,158163.0,A,153676.0,A,163528.0,A,175729.0,A,182406.0,A,179290.0,A,188452.0,A,177112.0,A,154448.0,A,133951.0,A,141283.0,A,150397.0,A,156794.0,A,135844.0,A,130579.0,A,119052.0,A,112994.0,A,121060.0,A,121484.0,A,194246.0,A,189229.0,A,182115.0,A,180584.0,A,183433.0,A,198170.0,A,194405.0,A,182583.0,A,181361.0,A,196394.0,A,172413.0,A,165473.0,A,174459.0,A,156808.0,A,157481.0,A,135680.0,A,137147.0,A,140092.0,A,143694.0,A,141326.0,A,146812.0,A,138084.0,A,128828.0,A,124930.0,A,125142.0,A,118701.0,A
20347,5400,Europe,1111,"Meat, mule",5320,Producing Animals/Slaughtered,Head,45000.0,A,56800.0,A,60000.0,A,65200.0,A,59700.0,A,40400.0,A,42100.0,A,37700.0,A,31700.0,A,31700.0,A,41100.0,A,46400.0,A,36500.0,A,28000.0,A,24427.0,A,24400.0,A,21300.0,A,22200.0,A,18683.0,A,20600.0,A,19400.0,A,15300.0,A,14928.0,A,11669.0,A,11033.0,A,10200.0,A,9924.0,A,7690.0,A,6424.0,A,5367.0,A,5150.0,A,4593.0,A,4500.0,A,4500.0,A,4500.0,A,4500.0,A,4500.0,A,4000.0,A,3700.0,A,3700.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3600.0,A,3468.0,A,3433.0,A,3468.0,A
20349,5400,Europe,1111,"Meat, mule",5510,Production,tonnes,6996.0,A,8893.0,A,9212.0,A,9824.0,A,8946.0,A,6798.0,A,7003.0,A,6220.0,A,4937.0,A,5025.0,A,6384.0,A,7727.0,A,6140.0,A,4852.0,A,4165.0,A,4169.0,A,3790.0,A,3874.0,A,3193.0,A,3582.0,A,3318.0,A,2584.0,A,2329.0,A,1878.0,A,1682.0,A,1413.0,A,1437.0,A,1185.0,A,966.0,A,902.0,A,915.0,A,849.0,A,800.0,A,800.0,A,810.0,A,719.0,A,804.0,A,720.0,A,650.0,A,652.0,A,667.0,A,686.0,A,683.0,A,692.0,A,707.0,A,709.0,A,696.0,A,695.0,A,690.0,A,700.0,A,700.0,A,700.0,A,700.0,A,704.0,A,682.0,A,674.0,A,683.0,A
20350,5400,Europe,1166,"Meat, nes",5320,Producing Animals/Slaughtered,Head,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,99317.0,A,99002.0,A,101413.0,A,102116.0,A,110786.0,A,112605.0,A,114628.0,A,114057.0,A,113256.0,A,116578.0,A,121952.0,A,119502.0,A,113175.0,A,105577.0,A,107455.0,A,102928.0,A,101153.0,A,105670.0,A,98768.0,A,104873.0,A,103070.0,A,94624.0,A,98496.0,A,96388.0,A,92333.0,A,93292.0,A,95559.0,A
20352,5400,Europe,1166,"Meat, nes",5510,Production,tonnes,433280.0,A,441318.0,A,432686.0,A,422231.0,A,367698.0,A,388103.0,A,430654.0,A,469003.0,A,544054.0,A,553182.0,A,538142.0,A,572508.0,A,587096.0,A,578945.0,A,585863.0,A,584929.0,A,550228.0,A,544404.0,A,599195.0,A,522480.0,A,517439.0,A,455188.0,A,491450.0,A,498528.0,A,518080.0,A,373986.0,A,397524.0,A,408738.0,A,420712.0,A,356807.0,A,240356.0,A,135363.0,A,145731.0,A,141354.0,A,139602.0,A,141755.0,A,142321.0,A,145946.0,A,138813.0,A,147956.0,A,155759.0,A,144467.0,A,143890.0,A,143867.0,A,143998.0,A,185118.0,A,186367.0,A,357521.0,A,385884.0,A,430439.0,A,449005.0,A,461390.0,A,513432.0,A,534860.0,A,588976.0,A,618712.0,A,635807.0,A
20353,5400,Europe,1035,"Meat, pig",5320,Producing Animals/Slaughtered,Head,190191511.0,A,198832514.0,A,198147150.0,A,184316020.0,A,212255615.0,A,211816444.0,A,216222495.0,A,217641393.0,A,211477493.0,A,220959308.0,A,242137630.0,A,254837799.0,A,254505785.0,A,268043390.0,A,279311928.0,A,259428982.0,A,271614797.0,A,290970742.0,A,299644445.0,A,305976643.0,A,307176360.0,A,305686122.0,A,313551335.0,A,319739465.0,A,319506542.0,A,327511322.0,A,335631042.0,A,341924820.0,A,339245381.0,A,337971855.0,A,325645694.0,A,307753674.0,A,309875090.0,A,300542634.0,A,292391676.0,A,294758451.0,A,284758103.0,A,298542378.0,A,304233038.0,A,295343073.0,A,285020015.0,A,289867368.0,A,294812706.0,A,289910557.0,A,286965283.0,A,291664106.0,A,304859269.0,A,302622699.0,A,298670724.0,A,307922767.0,A,314308319.0,A,308109237.0,A,309496332.0,A,311947037.0,A,318500057.0,A,326077556.0,A,323781127.0,A
20355,5400,Europe,1035,"Meat, pig",5510,Production,tonnes,14248115.0,A,14726759.0,A,14867994.0,A,14081484.0,A,16345555.0,A,16512277.0,A,16859795.0,A,17189915.0,A,17016154.0,A,18059196.0,A,19772733.0,A,20641874.0,A,20568414.0,A,21952174.0,A,22178761.0,A,20613335.0,A,22046031.0,A,23410910.0,A,24168618.0,A,24479997.0,A,24392490.0,A,24423179.0,A,25359028.0,A,25952563.0,A,26077444.0,A,26678218.0,A,27494758.0,A,28416602.0,A,28279761.0,A,28295562.0,A,27026762.0,A,25719440.0,A,25528800.0,A,24677656.0,A,24628531.0,A,24900799.0,A,24223200.0,A,25646655.0,A,26033235.0,A,25282953.0,A,24670985.0,A,25260867.0,A,25680530.0,A,25139885.0,A,25110592.0,A,25094411.0,A,26398687.0,A,26428874.0,A,26051419.0,A,27034805.0,A,27530498.0,A,27269745.0,A,27287926.0,A,27435855.0,A,28432029.0,A,29147395.0,A,29112653.0,A
20356,5400,Europe,1141,"Meat, rabbit",5321,Producing Animals/Slaughtered,1000 Head,243856.0,A,242472.0,A,243481.0,A,243878.0,A,247016.0,A,254178.0,A,256780.0,A,267246.0,A,278894.0,A,289063.0,A,314725.0,A,335083.0,A,349551.0,A,377095.0,A,386267.0,A,406198.0,A,431666.0,A,428031.0,A,430096.0,A,417232.0,A,411942.0,A,412318.0,A,420705.0,A,422115.0,A,423211.0,A,421695.0,A,430860.0,A,431451.0,A,396120.0,A,399200.0,A,308386.0,A,277826.0,A,285515.0,A,273451.0,A,269019.0,A,278989.0,A,271845.0,A,273558.0,A,251536.0,A,252703.0,A,254074.0,A,257097.0,A,246148.0,A,215724.0,A,214108.0,A,210790.0,A,211144.0,A,195683.0,A,187757.0,A,190119.0,A,192576.0,A,192081.0,A,191556.0,A,192249.0,A,188257.0,A,180982.0,A,175309.0,A
20358,5400,Europe,1141,"Meat, rabbit",5510,Production,tonnes,359413.0,A,356186.0,A,358765.0,A,357923.0,A,362586.0,A,372678.0,A,377716.0,A,394180.0,A,414040.0,A,429289.0,A,470696.0,A,503541.0,A,526019.0,A,568498.0,A,583794.0,A,601035.0,A,617959.0,A,641261.0,A,638296.0,A,616305.0,A,613031.0,A,612864.0,A,615565.0,A,619375.0,A,621662.0,A,622438.0,A,634382.0,A,635579.0,A,587222.0,A,597103.0,A,428733.0,A,377135.0,A,393433.0,A,383315.0,A,374800.0,A,390833.0,A,385370.0,A,383668.0,A,352541.0,A,356417.0,A,363605.0,A,374412.0,A,355435.0,A,315171.0,A,312521.0,A,307471.0,A,315031.0,A,297243.0,A,291316.0,A,297673.0,A,306282.0,A,305205.0,A,306482.0,A,311416.0,A,301563.0,A,299862.0,A,289900.0,A
20359,5400,Europe,977,"Meat, sheep",5320,Producing Animals/Slaughtered,Head,130654812.0,A,136304084.0,A,139496006.0,A,139332122.0,A,131403777.0,A,136200062.0,A,134953218.0,A,130070926.0,A,127225933.0,A,128413241.0,A,127334060.0,A,125093175.0,A,125053002.0,A,129581835.0,A,134720820.0,A,124383169.0,A,122925186.0,A,125832883.0,A,125938452.0,A,133017939.0,A,131632932.0,A,134653547.0,A,137877757.0,A,141635051.0,A,141433388.0,A,144071462.0,A,145525423.0,A,151732470.0,A,157875222.0,A,162435727.0,A,157395804.0,A,120019546.0,A,120179943.0,A,113197224.0,A,109050121.0,A,105491496.0,A,97213327.0,A,97251793.0,A,93744637.0,A,92413306.0,A,84791506.0,A,84834710.0,A,86550920.0,A,86491287.0,A,87100739.0,A,86502015.0,A,85509677.0,A,82128678.0,A,79150532.0,A,76656064.0,A,76352585.0,A,74558522.0,A,73645148.0,A,70984903.0,A,70598350.0,A,72279296.0,A,73408174.0,A
20361,5400,Europe,977,"Meat, sheep",5510,Production,tonnes,1837062.0,A,1907746.0,A,1923800.0,A,1891866.0,A,1864063.0,A,1834165.0,A,1942183.0,A,1919866.0,A,1837041.0,A,1909998.0,A,1900894.0,A,1838086.0,A,1900888.0,A,1966744.0,A,1982450.0,A,1890143.0,A,1887624.0,A,1926170.0,A,1907239.0,A,1998483.0,A,1961045.0,A,1968959.0,A,2028549.0,A,2076087.0,A,2087953.0,A,2122166.0,A,2159015.0,A,2267419.0,A,2344881.0,A,2429816.0,A,2340582.0,A,1773602.0,A,1778993.0,A,1696754.0,A,1620976.0,A,1564194.0,A,1465904.0,A,1477763.0,A,1450809.0,A,1438792.0,A,1270898.0,A,1290991.0,A,1291305.0,A,1324245.0,A,1327927.0,A,1312084.0,A,1306761.0,A,1243590.0,A,1205436.0,A,1168403.0,A,1183060.0,A,1154919.0,A,1153629.0,A,1124459.0,A,1149362.0,A,1156175.0,A,1181936.0,A
20362,5400,Europe,1080,"Meat, turkey",5321,Producing Animals/Slaughtered,1000 Head,22848.0,A,22618.0,A,24025.0,A,25097.0,A,26425.0,A,30941.0,A,34985.0,A,38222.0,A,42426.0,A,49449.0,A,56886.0,A,63804.0,A,80884.0,A,84751.0,A,81209.0,A,90826.0,A,100752.0,A,107785.0,A,122234.0,A,130332.0,A,128504.0,A,136556.0,A,144715.0,A,140340.0,A,146998.0,A,160560.0,A,171211.0,A,179187.0,A,192396.0,A,213301.0,A,216831.0,A,224245.0,A,226765.0,A,237015.0,A,259441.0,A,263757.0,A,269042.0,A,275923.0,A,267355.0,A,275041.0,A,273836.0,A,274899.0,A,247419.0,A,248880.0,A,236808.0,A,219056.0,A,227320.0,A,226966.0,A,220608.0,A,215797.0,A,216967.0,A,221327.0,A,210953.0,A,216915.0,A,223834.0,A,233088.0,A,225028.0,A
20364,5400,Europe,1080,"Meat, turkey",5510,Production,tonnes,111405.0,A,109819.0,A,115445.0,A,121976.0,A,130816.0,A,156705.0,A,176994.0,A,195032.0,A,219828.0,A,260640.0,A,318580.0,A,358749.0,A,442204.0,A,468062.0,A,454332.0,A,503233.0,A,564647.0,A,602910.0,A,645953.0,A,725993.0,A,744364.0,A,794584.0,A,847991.0,A,850483.0,A,860164.0,A,945880.0,A,994611.0,A,1051830.0,A,1152867.0,A,1279920.0,A,971652.0,A,1055999.0,A,1097285.0,A,1142404.0,A,1279513.0,A,1319157.0,A,1400002.0,A,1478511.0,A,1436836.0,A,2007395.0,A,2084140.0,A,2177135.0,A,1908487.0,A,1971461.0,A,1880542.0,A,1757965.0,A,1744650.0,A,1769138.0,A,1745079.0,A,1861830.0,A,1881587.0,A,1971902.0,A,1861409.0,A,1895616.0,A,1921866.0,A,2029887.0,A,1973119.0,A
